"X1","Replicate.Name","Compound.Name","Retention.Time","Notes","Area","Area.BlkSub","Height","IR","S.N","BlkRatio","rawArea"
21,"170717_Smp_SPEpH5-spikebefore_3","Phenylalanine",1.32,NA,418596480,418524779,84036656,5.616169552,16.12840678,0.000171289,418596480
28,"170717_Smp_SPEpH5-nospike_1","Tryptophan",2.195,NA,178919,150122,37732,1.2890325,1.58296515,0.160949927,178919
29,"170717_Smp_SPEpH5-nospike_2","Tryptophan",2.26,NA,797258,768461,105664,2.779529481,4.318120146,0.036120051,797258
30,"170717_Smp_SPEpH5-nospike_3","Tryptophan",2.24,"Bad IRcomparable to blkbad S/N",28797,-6665,11362,0.134979203,1.100403756,1.301147659,22132
31,"170717_Smp_SPEpH5-spikeafter_1a","Tryptophan",2.275,NA,27029866,27001069,2879442,4.393206441,20.4405202,0.001065377,27029866
32,"170717_Smp_SPEpH5-spikeafter_1b","Tryptophan",2.46,NA,27722816,27694019,2873399,3.744477018,17.68203079,0.001038747,27722816
33,"170717_Smp_SPEpH5-spikeafter_1c","Tryptophan",2.45,NA,32186550,32157753,3286432,3.94654174,21.96836818,0.00089469,32186550
34,"170717_Smp_SPEpH5-spikeafter_2a","Tryptophan",2.26,NA,14800672,14771875,1677029,4.562439389,16.37419081,0.001945655,14800672
35,"170717_Smp_SPEpH5-spikeafter_2b","Tryptophan",2.455,NA,16403381,16374584,1615019,3.895628415,15.05685598,0.001755553,16403381
36,"170717_Smp_SPEpH5-spikeafter_2c","Tryptophan",2.45,NA,16828120,16799323,1892939,4.56999748,18.37783299,0.001711243,16828120
37,"170717_Smp_SPEpH5-spikeafter_3a","Tryptophan",2.45,NA,7676107,7647310,780342,3.670495386,15.48923515,0.003751511,7676107
38,"170717_Smp_SPEpH5-spikeafter_3b","Tryptophan",2.46,NA,8044828,8016031,927905,3.527256034,15.82204506,0.003579567,8044828
39,"170717_Smp_SPEpH5-spikeafter_3c","Tryptophan",2.44,NA,8725740,8696943,942546,3.660692448,9.883330279,0.003300236,8725740
40,"170717_Smp_SPEpH5-spikebefore_1","Tryptophan",2.22,NA,4419830,4391033,560414,4.785940057,6.635518392,0.006515409,4419830
41,"170717_Smp_SPEpH5-spikebefore_2","Tryptophan",2.225,NA,16801392,16772595,1989352,4.205046088,23.6302099,0.001713965,16801392
42,"170717_Smp_SPEpH5-spikebefore_3","Tryptophan",2.335,NA,24772578,24743781,2700171,4.109561076,16.33878215,0.001162455,24772578
49,"170717_Smp_SPEpH5-nospike_1","Kynurenine",1.37,"Bad IRbad S/N",13,509974,77084,2.506263361,2.072550422,2.55e-05,509987
50,"170717_Smp_SPEpH5-nospike_2","Kynurenine",1.37,"Bad IRbad S/N",13,149281,51480,0.885193025,1.147274426,8.71e-05,149294
51,"170717_Smp_SPEpH5-nospike_3","Kynurenine",1.375,"Bad IRbad S/N",13,85410,27392,2.697710406,1.161499995,0.000152184,85423
52,"170717_Smp_SPEpH5-spikeafter_1a","Kynurenine",1.39,"Bad IR",8235294,8235281,1384176,1.743521941,8.692589503,1.58e-06,8235294
53,"170717_Smp_SPEpH5-spikeafter_1b","Kynurenine",1.49,NA,7999039,7999026,1202780,1.606412727,6.576190015,1.63e-06,7999039
54,"170717_Smp_SPEpH5-spikeafter_1c","Kynurenine",1.495,NA,8808723,8808710,1447203,1.524944507,6.390641322,1.48e-06,8808723
55,"170717_Smp_SPEpH5-spikeafter_2a","Kynurenine",1.385,NA,4364242,4364229,689290,1.665079638,4.786793812,2.98e-06,4364242
56,"170717_Smp_SPEpH5-spikeafter_2b","Kynurenine",1.495,NA,3680555,3680542,689915,1.313032559,2.930980481,3.53e-06,3680555
57,"170717_Smp_SPEpH5-spikeafter_2c","Kynurenine",1.495,NA,4308547,4308534,678034,1.562109726,3.422922276,3.02e-06,4308547
58,"170717_Smp_SPEpH5-spikeafter_3a","Kynurenine",1.485,NA,1949934,1949921,392980,1.408343018,2.179895355,6.67e-06,1949934
59,"170717_Smp_SPEpH5-spikeafter_3b","Kynurenine",1.495,NA,2248151,2248138,407136,1.742610873,2.428114691,5.78e-06,2248151
60,"170717_Smp_SPEpH5-spikeafter_3c","Kynurenine",1.485,NA,2264381,2264368,410861,1.48229046,2.492057645,5.74e-06,2264381
61,"170717_Smp_SPEpH5-spikebefore_1","Kynurenine",1.37,NA,3220202,3220189,515212,1.500028182,3.323671459,4.04e-06,3220202
62,"170717_Smp_SPEpH5-spikebefore_2","Kynurenine",1.36,NA,6180919,6180906,972911,1.377801699,5.487351978,2.1e-06,6180919
63,"170717_Smp_SPEpH5-spikebefore_3","Kynurenine",1.425,NA,7025338,7025325,1211630,1.530291674,6.374015799,1.85e-06,7025338
70,"170717_Smp_SPEpH5-nospike_1","Dimethyl glycine",0.74,"Bad IR",803291,790221,357539,2.935093264,56.07274098,0.016270567,803291
71,"170717_Smp_SPEpH5-nospike_2","Dimethyl glycine",0.745,NA,514287,501217,175210,4.625756663,984.3403442,0.025413825,514287
72,"170717_Smp_SPEpH5-nospike_3","Dimethyl glycine",0.735,"Bad IR",792699,779629,415456,3.680569614,2202.941667,0.016487973,792699
73,"170717_Smp_SPEpH5-spikeafter_1a","Dimethyl glycine",0.75,"Bad IR",49162720,49149650,19959092,3.508042899,1408.262631,0.000265852,49162720
74,"170717_Smp_SPEpH5-spikeafter_1b","Dimethyl glycine",0.81,"Bad IR",50050012,50036942,19192224,3.626297162,2568.193886,0.000261139,50050012
75,"170717_Smp_SPEpH5-spikeafter_1c","Dimethyl glycine",0.81,"Bad IR",52129824,52116754,19933096,3.624160811,786.9399349,0.00025072,52129824
76,"170717_Smp_SPEpH5-spikeafter_2a","Dimethyl glycine",0.745,"Bad IR",38933140,38920070,16937104,3.54952769,Inf,0.000335704,38933140
77,"170717_Smp_SPEpH5-spikeafter_2b","Dimethyl glycine",0.815,"Bad IR",39811400,39798330,15638306,3.495123811,1520.461089,0.000328298,39811400
78,"170717_Smp_SPEpH5-spikeafter_2c","Dimethyl glycine",0.81,"Bad IR",39151880,39138810,14973695,3.564606459,205.0329355,0.000333828,39151880
79,"170717_Smp_SPEpH5-spikeafter_3a","Dimethyl glycine",0.81,"Bad IR",27117418,27104348,11420930,3.206901123,295.8538964,0.000481978,27117418
80,"170717_Smp_SPEpH5-spikeafter_3b","Dimethyl glycine",0.81,"Bad IR",26664966,26651896,10998170,3.412329011,870.4719577,0.000490156,26664966
81,"170717_Smp_SPEpH5-spikeafter_3c","Dimethyl glycine",0.81,"Bad IR",26504808,26491738,10784826,3.624532623,1466.244513,0.000493118,26504808
82,"170717_Smp_SPEpH5-spikebefore_1","Dimethyl glycine",0.74,"Bad IR",1416892,1403822,602377,2.559387001,3700.456919,0.009224415,1416892
83,"170717_Smp_SPEpH5-spikebefore_2","Dimethyl glycine",0.755,"Bad IR",761968,748898,415968,2.614466637,6513.547009,0.017152951,761968
84,"170717_Smp_SPEpH5-spikebefore_3","Dimethyl glycine",0.775,"Bad IR",845399,832329,360349,2.763057866,Inf,0.015460156,845399
91,"170717_Smp_SPEpH5-nospike_1","Adenosyl Homocysteine",0.88,"comparable to blk",57793,92701,44127,2.624635937,496.0460526,0.384021954,150494
92,"170717_Smp_SPEpH5-nospike_2","Adenosyl Homocysteine",0.885,"comparable to blk",57793,105830,66425,3.468499597,8.561835659,0.35320829,163623
93,"170717_Smp_SPEpH5-nospike_3","Adenosyl Homocysteine",0.885,"comparable to blk",57793,134294,43080,2.780806648,Inf,0.300868877,192087
94,"170717_Smp_SPEpH5-spikeafter_1a","Adenosyl Homocysteine",0.89,NA,211150144,211092351,56545756,2.862638872,84.6088857,0.000273706,211150144
95,"170717_Smp_SPEpH5-spikeafter_1b","Adenosyl Homocysteine",0.95,NA,202148272,202090479,50735688,2.746506045,57.119686,0.000285894,202148272
96,"170717_Smp_SPEpH5-spikeafter_1c","Adenosyl Homocysteine",0.94,NA,200769344,200711551,53272388,2.755624033,64.63452485,0.000287858,200769344
97,"170717_Smp_SPEpH5-spikeafter_2a","Adenosyl Homocysteine",0.88,NA,92872872,92815079,29817840,2.777171406,34.75334616,0.000622281,92872872
98,"170717_Smp_SPEpH5-spikeafter_2b","Adenosyl Homocysteine",0.95,NA,99701744,99643951,27205368,2.814136983,49.55766012,0.000579659,99701744
99,"170717_Smp_SPEpH5-spikeafter_2c","Adenosyl Homocysteine",0.94,NA,98688040,98630247,26707544,2.722984554,180.8022118,0.000585613,98688040
100,"170717_Smp_SPEpH5-spikeafter_3a","Adenosyl Homocysteine",0.95,NA,51980004,51922211,17275936,2.779223685,159.7878725,0.001111831,51980004
101,"170717_Smp_SPEpH5-spikeafter_3b","Adenosyl Homocysteine",0.95,NA,52831092,52773299,17194330,2.849796958,176.2897114,0.00109392,52831092
102,"170717_Smp_SPEpH5-spikeafter_3c","Adenosyl Homocysteine",0.95,NA,50115608,50057815,15669975,2.693864396,51.29718082,0.001153194,50115608
103,"170717_Smp_SPEpH5-spikebefore_1","Adenosyl Homocysteine",0.88,NA,16653636,16595843,5958120,2.609361001,41.93089719,0.003470293,16653636
104,"170717_Smp_SPEpH5-spikebefore_2","Adenosyl Homocysteine",0.88,NA,9871009,9813216,3560525,2.474154124,1780.84295,0.005854822,9871009
105,"170717_Smp_SPEpH5-spikebefore_3","Adenosyl Homocysteine",0.91,NA,112252688,112194895,32947494,2.71641579,93.37140562,0.000514847,112252688
112,"170717_Smp_SPEpH5-nospike_1","Adenosyl Methionine",0.77,NA,325164,325142,136552,2.126547509,Inf,6.77e-05,325164
113,"170717_Smp_SPEpH5-nospike_2","Adenosyl Methionine",0.77,NA,408581,408559,184512,1.641612761,87.65556734,5.38e-05,408581
114,"170717_Smp_SPEpH5-nospike_3","Adenosyl Methionine",0.77,"Bad IR",276710,276688,102074,1.476763299,4193.575758,7.95e-05,276710
115,"170717_Smp_SPEpH5-spikeafter_1a","Adenosyl Methionine",0.79,NA,185108208,185108186,64108992,2.229141006,Inf,1.19e-07,185108208
116,"170717_Smp_SPEpH5-spikeafter_1b","Adenosyl Methionine",0.845,NA,158745296,158745274,50547280,2.25911597,84.33983237,1.39e-07,158745296
117,"170717_Smp_SPEpH5-spikeafter_1c","Adenosyl Methionine",0.84,NA,133862688,133862666,41945572,2.078479293,Inf,1.64e-07,133862688
118,"170717_Smp_SPEpH5-spikeafter_2a","Adenosyl Methionine",0.79,NA,96043760,96043738,36963256,2.282146906,215.2337162,2.29e-07,96043760
119,"170717_Smp_SPEpH5-spikeafter_2b","Adenosyl Methionine",0.85,NA,89447936,89447914,32171646,2.203652654,93.89122804,2.46e-07,89447936
120,"170717_Smp_SPEpH5-spikeafter_2c","Adenosyl Methionine",0.845,NA,81279032,81279010,28025574,2.095398915,930.3493105,2.71e-07,81279032
121,"170717_Smp_SPEpH5-spikeafter_3a","Adenosyl Methionine",0.85,NA,46945020,46944998,16904336,2.28362976,3447.264866,4.69e-07,46945020
122,"170717_Smp_SPEpH5-spikeafter_3b","Adenosyl Methionine",0.85,NA,42228908,42228886,14744242,2.163922246,34222.15721,5.21e-07,42228908
123,"170717_Smp_SPEpH5-spikeafter_3c","Adenosyl Methionine",0.85,NA,38323104,38323082,13745895,2.081466294,586.1212898,5.74e-07,38323104
124,"170717_Smp_SPEpH5-spikebefore_1","Adenosyl Methionine",0.78,NA,52283204,52283182,19655508,2.354265106,7658.176919,4.21e-07,52283204
125,"170717_Smp_SPEpH5-spikebefore_2","Adenosyl Methionine",0.79,NA,4009566,4009544,1046002,2.257372865,86.74044137,5.49e-06,4009566
126,"170717_Smp_SPEpH5-spikebefore_3","Adenosyl Methionine",0.82,NA,105590880,105590858,41317292,2.303780778,2956.492485,2.08e-07,105590880
133,"170717_Smp_SPEpH5-nospike_1","Monesin",11.925,"Bad IRtoo small",15760,-15684,35,0.550724638,Inf,207.3684211,76
134,"170717_Smp_SPEpH5-nospike_2","Monesin",11.9,"Bad IRtoo small",15760,-15655,57,0.387453875,Inf,150.0952381,105
135,"170717_Smp_SPEpH5-nospike_3","Monesin",11.98,"Bad IRcomparable to blk",15760,-15381,324,9.973684211,Inf,41.58311346,379
136,"170717_Smp_SPEpH5-spikeafter_1a","Monesin",11.97,"Bad IR",12839029,12823269,5242223,2.780131685,67.62461146,0.001227507,12839029
137,"170717_Smp_SPEpH5-spikeafter_1b","Monesin",12.185,"Bad IR",15480399,15464639,6284342,2.942322276,63.02430825,0.001018062,15480399
138,"170717_Smp_SPEpH5-spikeafter_1c","Monesin",12.18,"Bad IR",19120142,19104382,8192931,3.150547255,96.11987901,0.000824262,19120142
139,"170717_Smp_SPEpH5-spikeafter_2a","Monesin",12.19,NA,5889955,5874195,2288639,2.440297196,112.7256914,0.002675742,5889955
140,"170717_Smp_SPEpH5-spikeafter_2b","Monesin",12.18,"Bad IR",6536986,6521226,2729583,2.53016053,53.4907336,0.002410897,6536986
141,"170717_Smp_SPEpH5-spikeafter_2c","Monesin",12.18,NA,8372798,8357038,3555805,2.336861084,114.4248828,0.001882286,8372798
142,"170717_Smp_SPEpH5-spikeafter_3a","Monesin",12.19,NA,2017033,2001273,750142,1.971406762,63.65245077,0.007813457,2017033
143,"170717_Smp_SPEpH5-spikeafter_3b","Monesin",12.185,NA,2351287,2335527,932807,1.89369463,51.39948128,0.006702712,2351287
144,"170717_Smp_SPEpH5-spikeafter_3c","Monesin",12.18,NA,2583283,2567523,1080822,1.863843238,76.24636626,0.006100764,2583283
145,"170717_Smp_SPEpH5-spikebefore_1","Monesin",11.92,NA,641260,625500,233703,2.180147959,100.3277571,0.024576615,641260
146,"170717_Smp_SPEpH5-spikebefore_2","Monesin",11.915,NA,1533331,1517571,588423,2.470182171,103.0044572,0.010278277,1533331
147,"170717_Smp_SPEpH5-spikebefore_3","Monesin",11.99,NA,1580571,1564811,584291,1.926928732,49.38877663,0.00997108,1580571
154,"170717_Smp_SPEpH5-nospike_1","Tropodithietic acid",6.52,"Bad IRcomparable to blkbad S/N",128455,95590,51896,50.75781604,1.684767593,0.573344641,224045
155,"170717_Smp_SPEpH5-nospike_2","Tropodithietic acid",6.45,"Bad IRcomparable to blkbad S/N",128455,155408,65145,68.15438175,1.178150806,0.452524633,283863
156,"170717_Smp_SPEpH5-nospike_3","Tropodithietic acid",6.54,"Bad IRbad S/N",128455,446129,101734,23.05066795,1.729099044,0.223561742,574584
157,"170717_Smp_SPEpH5-spikeafter_1a","Tropodithietic acid",6.29,"Bad IR",23984762,23856307,3199154,3.982465025,8.555095732,0.005355692,23984762
158,"170717_Smp_SPEpH5-spikeafter_1b","Tropodithietic acid",6.555,"Bad IR",34049972,33921517,3552911,4.00069698,9.542237069,0.003772543,34049972
159,"170717_Smp_SPEpH5-spikeafter_1c","Tropodithietic acid",6.545,"Bad IR",34652232,34523777,4182215,3.858143047,11.0013571,0.003706976,34652232
160,"170717_Smp_SPEpH5-spikeafter_2a","Tropodithietic acid",6.295,"Bad IR",8514063,8385608,1044941,4.392027039,6.747324146,0.015087391,8514063
161,"170717_Smp_SPEpH5-spikeafter_2b","Tropodithietic acid",6.555,"Bad IR",12320189,12191734,1426159,4.481696805,7.014933112,0.010426382,12320189
162,"170717_Smp_SPEpH5-spikeafter_2c","Tropodithietic acid",6.54,"Bad IR",13287289,13158834,1630744,3.951538426,5.6496884,0.00966751,13287289
163,"170717_Smp_SPEpH5-spikeafter_3a","Tropodithietic acid",6.555,"Bad IRbad S/N",128455,4634257,561671,5.096900473,3.895894124,0.026970978,4762712
164,"170717_Smp_SPEpH5-spikeafter_3b","Tropodithietic acid",6.54,"Bad IRbad S/N",128455,5745570,605072,4.928807811,3.872784227,0.02186831,5874025
165,"170717_Smp_SPEpH5-spikeafter_3c","Tropodithietic acid",6.53,"Bad IRbad S/N",128455,5799422,676725,4.084906206,3.328317214,0.021669647,5927877
166,"170717_Smp_SPEpH5-spikebefore_1","Tropodithietic acid",6.49,"Bad IRcomparable to blkbad S/N",128455,109400,36895,51.99016393,1.395299713,0.540055916,237855
167,"170717_Smp_SPEpH5-spikebefore_2","Tropodithietic acid",6.56,"Bad IRcomparable to blkbad S/N",128455,5606,37969,577.8491379,1.232301161,0.958183215,134061
168,"170717_Smp_SPEpH5-spikebefore_3","Tropodithietic acid",NA,"Bad RTBad IRbad S/N",128455,732252,103663,40.44295649,1.632884428,0.149243587,860707
175,"170717_Smp_SPEpH5-nospike_1","Glutathione",0.845,"Bad IR",21869,114799,27128,0.196772577,340.9701493,0.160015512,136668
176,"170717_Smp_SPEpH5-nospike_2","Glutathione",0.835,"Bad IR",21869,188812,37504,0.284476089,Inf,0.103801482,210681
177,"170717_Smp_SPEpH5-nospike_3","Glutathione",0.835,"Bad IR",21869,184892,34090,0.219039013,Inf,0.105769463,206761
178,"170717_Smp_SPEpH5-spikeafter_1a","Glutathione",0.82,"overloaded?",294958528,294936659,133548904,1.213624765,319.6601514,7.41e-05,294958528
179,"170717_Smp_SPEpH5-spikeafter_1b","Glutathione",0.89,"overloaded?",281015840,280993971,133671336,1.169427648,262.3760441,7.78e-05,281015840
180,"170717_Smp_SPEpH5-spikeafter_1c","Glutathione",0.89,"overloaded?",283313952,283292083,133737544,1.165518402,312.2464537,7.72e-05,283313952
181,"170717_Smp_SPEpH5-spikeafter_2a","Glutathione",0.82,"overloaded?",159555024,159533155,100882632,1.426269201,172.9142858,0.000137062,159555024
182,"170717_Smp_SPEpH5-spikeafter_2b","Glutathione",0.89,NA,165323696,165301827,88307216,1.447755311,164.052698,0.00013228,165323696
183,"170717_Smp_SPEpH5-spikeafter_2c","Glutathione",0.89,NA,144925008,144903139,92197336,1.439594547,98.1045902,0.000150899,144925008
184,"170717_Smp_SPEpH5-spikeafter_3a","Glutathione",0.89,NA,27102976,27081107,17155512,1.438115403,73.10673818,0.000806886,27102976
185,"170717_Smp_SPEpH5-spikeafter_3b","Glutathione",0.89,NA,22421796,22399927,13024256,1.419561562,118.7992739,0.000975346,22421796
186,"170717_Smp_SPEpH5-spikeafter_3c","Glutathione",0.89,NA,15966937,15945068,9614371,1.364385743,55.15219448,0.001369643,15966937
187,"170717_Smp_SPEpH5-spikebefore_1","Glutathione",0.805,"Bad IR",21869,165652,46197,0.237430567,982.7853403,0.116621605,187521
188,"170717_Smp_SPEpH5-spikebefore_2","Glutathione",0.885,"Bad IR",21869,51395,22223,0.211576892,Inf,0.298495851,73264
189,"170717_Smp_SPEpH5-spikebefore_3","Glutathione",0.88,"Bad IR",21869,204335,71620,0.433333525,11.26753211,0.09667822,226204
196,"170717_Smp_SPEpH5-nospike_1","Carotene",16.59333333,"Bad IRcomparable to blkbad S/N",723,-438,190,0.169845054,1.520072993,2.536842105,285
197,"170717_Smp_SPEpH5-nospike_2","Carotene",16.47333333,"Bad IRtoo smallbad S/N",723,-686,13,0.014441842,1.46835443,19.54054054,37
198,"170717_Smp_SPEpH5-nospike_3","Carotene",16.45333333,"Bad IRtoo small",723,-658,33,0.115044248,4.25,11.12307692,65
199,"170717_Smp_SPEpH5-spikeafter_1a","Carotene",16.56,NA,13031914,13031191,1892883,3.637354583,41.59217244,5.55e-05,13031914
200,"170717_Smp_SPEpH5-spikeafter_1b","Carotene",16.74666667,NA,14695282,14694559,2247608,3.485483282,271.6911656,4.92e-05,14695282
201,"170717_Smp_SPEpH5-spikeafter_1c","Carotene",16.74666667,NA,11045172,11044449,1735305,3.322294883,726.7011827,6.55e-05,11045172
202,"170717_Smp_SPEpH5-spikeafter_2a","Carotene",16.74,NA,2959518,2958795,414451,3.555130312,181.6677248,0.000244297,2959518
203,"170717_Smp_SPEpH5-spikeafter_2b","Carotene",16.73666667,NA,3382305,3381582,497710,3.401147356,74.63562145,0.00021376,3382305
204,"170717_Smp_SPEpH5-spikeafter_2c","Carotene",16.73,NA,2020044,2019321,294816,3.336031827,124.4443901,0.000357913,2020044
205,"170717_Smp_SPEpH5-spikeafter_3a","Carotene",16.74,NA,604703,603980,66238,3.563154793,89.82241481,0.001195628,604703
206,"170717_Smp_SPEpH5-spikeafter_3b","Carotene",16.74333333,NA,373089,372366,51459,3.443336933,336.8136814,0.001937875,373089
207,"170717_Smp_SPEpH5-spikeafter_3c","Carotene",16.74333333,NA,264462,263739,36377,3.10052054,1707.206452,0.002733852,264462
208,"170717_Smp_SPEpH5-spikebefore_1","Carotene",16.63333333,"Bad IRcomparable to blkbad S/N",723,-620,209,0.038190582,1.127317676,7.019417476,103
209,"170717_Smp_SPEpH5-spikebefore_2","Carotene",16.7,"Bad IRtoo smallbad S/N",723,-688,19,0.111464968,1.353535354,20.65714286,35
210,"170717_Smp_SPEpH5-spikebefore_3","Carotene",16.65,"Bad IRcomparable to blk",723,-368,386,0.669811321,9.658536585,2.036619718,355
217,"170717_Smp_SPEpH5-nospike_1","Melatonin",6.413333333,"Bad IRcomparable to blkbad S/N",58343,-18635,8863,0.25385176,2.114892183,1.469300897,39708
218,"170717_Smp_SPEpH5-nospike_2","Melatonin",6.47,"Bad IRcomparable to blkbad S/N",58343,17423,10286,2.031641327,2.567615658,0.770041971,75766
219,"170717_Smp_SPEpH5-nospike_3","Melatonin",6.7,"Bad IRcomparable to blkbad S/N",58343,-1114,14582,0.238924051,1.536098023,1.019465656,57229
220,"170717_Smp_SPEpH5-spikeafter_1a","Melatonin",6.45,"Bad IR",178844544,178786201,36849768,2.788052647,178.6080368,0.000326222,178844544
221,"170717_Smp_SPEpH5-spikeafter_1b","Melatonin",6.68,"Bad IR",235571984,235513641,42216732,2.716698928,67.31511646,0.000247665,235571984
222,"170717_Smp_SPEpH5-spikeafter_1c","Melatonin",6.67,"Bad IR",304673792,304615449,53443604,2.739682423,122.2918281,0.000191493,304673792
223,"170717_Smp_SPEpH5-spikeafter_2a","Melatonin",6.45,"Bad IR",71707888,71649545,15022709,2.728723417,49.9691576,0.00081362,71707888
224,"170717_Smp_SPEpH5-spikeafter_2b","Melatonin",6.68,"Bad IR",109831352,109773009,20003148,2.653278057,60.45677649,0.000531205,109831352
225,"170717_Smp_SPEpH5-spikeafter_2c","Melatonin",6.67,"Bad IR",133316096,133257753,24726956,2.678499235,49.87048612,0.000437629,133316096
226,"170717_Smp_SPEpH5-spikeafter_3a","Melatonin",6.663333333,"Bad IR",45072272,45013929,9419585,2.711676829,80.50193762,0.001294432,45072272
227,"170717_Smp_SPEpH5-spikeafter_3b","Melatonin",6.68,"Bad IR",54554020,54495677,11171888,2.726996344,88.07814109,0.001069454,54554020
228,"170717_Smp_SPEpH5-spikeafter_3c","Melatonin",6.67,"Bad IR",61632292,61573949,12425268,2.645294898,45.90899181,0.00094663,61632292
229,"170717_Smp_SPEpH5-spikebefore_1","Melatonin",6.4,"Bad IR",8754864,8696521,2022411,2.862219973,62.42858947,0.006664067,8754864
230,"170717_Smp_SPEpH5-spikebefore_2","Melatonin",6.41,"Bad IR",10134554,10076211,2476930,2.681783577,65.59449951,0.005756839,10134554
231,"170717_Smp_SPEpH5-spikebefore_3","Melatonin",6.53,"Bad IR",31079354,31021011,7582743,2.659727213,57.66833928,0.001877227,31079354
238,"170717_Smp_SPEpH5-nospike_1","Arachidonic Acid",12.27,"Bad IR",4658,68168,12405,1.583380441,35.54743833,0.063960673,72826
239,"170717_Smp_SPEpH5-nospike_2","Arachidonic Acid",12.505,"comparable to blkbad S/N",4658,-333,1567,1.299188946,3.747776366,1.07699422,4325
240,"170717_Smp_SPEpH5-nospike_3","Arachidonic Acid",12.46,"Bad IRcomparable to blk",4658,6716,4602,0.691554691,6.426526718,0.409530508,11374
241,"170717_Smp_SPEpH5-spikeafter_1a","Arachidonic Acid",12.33,NA,112417,107759,33730,1.14270467,16.38483646,0.041435014,112417
242,"170717_Smp_SPEpH5-spikeafter_1b","Arachidonic Acid",12.54,NA,163447,158789,45996,1.272733644,9.41816028,0.028498535,163447
243,"170717_Smp_SPEpH5-spikeafter_1c","Arachidonic Acid",12.535,"Bad IR",268197,263539,77557,1.842467918,14.04650484,0.01736783,268197
244,"170717_Smp_SPEpH5-spikeafter_2a","Arachidonic Acid",12.53,"Bad IR",4658,117830,27817,1.483875657,6.32070718,0.038028215,122488
245,"170717_Smp_SPEpH5-spikeafter_2b","Arachidonic Acid",12.53,"Bad IRbad S/N",4658,126521,29740,2.393165979,2.83256964,0.035508732,131179
246,"170717_Smp_SPEpH5-spikeafter_2c","Arachidonic Acid",12.525,"Bad IRbad S/N",4658,177171,41497,2.172649062,3.388903487,0.025617476,181829
247,"170717_Smp_SPEpH5-spikeafter_3a","Arachidonic Acid",12.525,"bad S/N",4658,96730,19811,1.327502455,3.5767657,0.045942321,101388
248,"170717_Smp_SPEpH5-spikeafter_3b","Arachidonic Acid",12.51,"Bad IR",4658,130739,21641,4.904444525,4.464965708,0.034402535,135397
249,"170717_Smp_SPEpH5-spikeafter_3c","Arachidonic Acid",12.51,"Bad IRbad S/N",4658,155745,24170,1.534942249,3.385564925,0.029039357,160403
250,"170717_Smp_SPEpH5-spikebefore_1","Arachidonic Acid",12.34,NA,4658,21987,7400,1.128164959,4.727094699,0.174817039,26645
251,"170717_Smp_SPEpH5-spikebefore_2","Arachidonic Acid",12.41,"Bad IRcomparable to blkbad S/N",4658,10126,5533,1.927007299,3.567112346,0.315070346,14784
252,"170717_Smp_SPEpH5-spikebefore_3","Arachidonic Acid",12.395,NA,4658,49740,12381,1.129901961,62.05274972,0.085628148,54398
280,"170717_Smp_SPEpH5-nospike_1","d4-Tryptamine",2.69,"Bad IR",217305744,217249741,10731940,18.17001011,93.42494616,0.000257715,217305744
