"","Replicate.Name","Compound.Name","Retention.Time","Notes","Area","Area.BlkSub","Height","IR","Run.Cmpd","runDate","type","SampID","replicate","inj.vol.Norm.Area","13C Acetyl CoA.Norm.Area","13C-Isethionic Acid.Norm.Area","13C-Sulfoacetic Acid.Norm.Area","13C-Sulfolactic Acid.Norm.Area","d3-Cysteic Acid.Norm.Area","d4 Succinic Acid.Norm.Area","d4 Taurine.Norm.Area","D-Methionine.Norm.Area","Heavy Alanine.Norm.Area","Heavy Histidine.Norm.Area","Heavy Isoleucine.Norm.Area","Heavy Proline.Norm.Area","Heavy Valine.Norm.Area","15N GMP.Norm.Area","15N AMP.Norm.Area","PooModel.IS","SmpModel.IS","PooPlusModel.IS","PooModel","SmpModel","PooPlusModel"
"374","170712_Smp_spikebefore_2","Adenosyl Methionine",12.8,NA,18438346,18300453,1307172,1.841678547,"170712_Smp_spikebefore_2 Adenosyl Methionine","170712","Smp","spikebefore","2",18438346,41411275.0504071,17833770.4964658,88349098.4081827,24104971.4840005,39086412.617055,15482588.6936608,11084586.0330395,21846523.1204696,19787992.823666,34173671.9411709,51817011.9696444,92902944.2876632,33220306.0474823,35376888.1992113,19467729.2872634,"15N GMP.Norm.Area","13C Acetyl CoA.Norm.Area","15N GMP.Norm.Area",35376888.1992113,41411275.0504071,35376888.1992113
"375","170712_Smp_spikebefore_3","Adenosyl Methionine",12.785,NA,78471168,78333275,5281719,1.864028608,"170712_Smp_spikebefore_3 Adenosyl Methionine","170712","Smp","spikebefore","3",78471168,80464892.5805143,65653223.9576302,79309479.6147609,92025803.3923395,82754937.7281531,76192004.3952436,90424560.3396516,61835780.9829515,62114031.1536559,92811388.7809874,130902074.222108,65571081.2041952,85550433.3650526,59228814.7218505,81215636.3885707,"15N GMP.Norm.Area","13C Acetyl CoA.Norm.Area","15N GMP.Norm.Area",59228814.7218505,80464892.5805143,59228814.7218505
"376","170712_Smp_nospike_1","Shikimic Acid",NA,"Bad RTBad IR",0,46677,8236,6.41520066,"170712_Smp_nospike_1 Shikimic Acid","170712","Smp","nospike","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d4 Taurine.Norm.Area","Heavy Valine.Norm.Area","d4 Taurine.Norm.Area",0,0,0
"377","170712_Smp_nospike_2","Shikimic Acid",11.25,"No second tracetoo small",0,0,0,NA,"170712_Smp_nospike_2 Shikimic Acid","170712","Smp","nospike","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d4 Taurine.Norm.Area","Heavy Valine.Norm.Area","d4 Taurine.Norm.Area",0,0,0
"378","170712_Smp_nospike_3","Shikimic Acid",11.09,"Bad IRtoo small",0,0,0,0,"170712_Smp_nospike_3 Shikimic Acid","170712","Smp","nospike","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d4 Taurine.Norm.Area","Heavy Valine.Norm.Area","d4 Taurine.Norm.Area",0,0,0
"379","170712_Smp_spikeafter1_a","Shikimic Acid",11.215,NA,658689,658689,46420,1.049024854,"170712_Smp_spikeafter1_a Shikimic Acid","170712","Smp","spikeafter1","a",658689,424074.470799235,788960.041950825,630595.401985179,630987.254988998,785746.792098699,684986.644536388,779584.802768712,604048.344851479,547017.157237653,579794.302069414,340852.605169876,538909.826308289,618130.777807889,759051.895297126,644734.844688022,"d4 Taurine.Norm.Area","Heavy Valine.Norm.Area","d4 Taurine.Norm.Area",779584.802768712,618130.777807889,779584.802768712
"380","170712_Smp_spikeafter1_b","Shikimic Acid",11.235,NA,579091,579091,54182,1.108414202,"170712_Smp_spikeafter1_b Shikimic Acid","170712","Smp","spikeafter1","b",579091,323504.738356987,733354.912197624,525104.022344779,413549.725976861,442216.200987701,495964.129349781,995152.913245674,507649.905190327,515288.446306182,433330.208224571,297196.565411797,457815.454635449,561533.453928501,513075.027331096,511297.498076136,"d4 Taurine.Norm.Area","Heavy Valine.Norm.Area","d4 Taurine.Norm.Area",995152.913245674,561533.453928501,995152.913245674
"381","170712_Smp_spikeafter1_c","Shikimic Acid",11.085,NA,745085,745085,62243,1.385503522,"170712_Smp_spikeafter1_c Shikimic Acid","170712","Smp","spikeafter1","c",745085,294111.29356302,711196.73723155,485142.951452722,483656.976224062,475295.526228933,625192.349636805,670064.888716449,613687.06866341,600087.477499219,432101.887422272,374317.695927909,566768.345879784,629763.004704709,526805.458188773,521490.033507633,"d4 Taurine.Norm.Area","Heavy Valine.Norm.Area","d4 Taurine.Norm.Area",670064.888716449,629763.004704709,670064.888716449
"382","170712_Smp_spikeafter2_a","Shikimic Acid",11.31,NA,277738,277738,32985,1.288927047,"170712_Smp_spikeafter2_a Shikimic Acid","170712","Smp","spikeafter2","a",277738,200946.112256546,296257.426640282,236523.741405061,245293.716017458,208121.599946744,247427.57583463,230564.920315126,221813.165908347,216777.196962297,241175.801543494,220437.194712202,209662.010609237,235937.901702714,199375.92945856,218794.164000662,"d4 Taurine.Norm.Area","Heavy Valine.Norm.Area","d4 Taurine.Norm.Area",230564.920315126,235937.901702714,230564.920315126
"383","170712_Smp_spikeafter2_b","Shikimic Acid",11.1,"Bad IR",175991,175991,14242,0.645355404,"170712_Smp_spikeafter2_b Shikimic Acid","170712","Smp","spikeafter2","b",175991,104252.009831768,171140.244425937,159150.915668154,126295.693334925,133727.105144001,177992.467263249,178929.473581661,139607.27253634,139702.094399753,125826.412987341,144745.744379149,133535.18719789,141697.526512584,134592.137156808,136476.957930184,"d4 Taurine.Norm.Area","Heavy Valine.Norm.Area","d4 Taurine.Norm.Area",178929.473581661,141697.526512584,178929.473581661
"384","170712_Smp_spikeafter2_c","Shikimic Acid",11.115,"Bad IR",258320,258320,33845,0.628075704,"170712_Smp_spikeafter2_c Shikimic Acid","170712","Smp","spikeafter2","c",258320,142932.808141165,198275.574225239,151633.29618252,167079.319749488,143260.88589503,190661.853174162,198446.253235357,198932.451297345,203183.042667698,158032.475265831,211285.909568795,206250.213953346,192800.679034814,187211.213062486,167939.959337596,"d4 Taurine.Norm.Area","Heavy Valine.Norm.Area","d4 Taurine.Norm.Area",198446.253235357,192800.679034814,198446.253235357
"385","170712_Smp_spikeafter3_a","Shikimic Acid",11.32,NA,103495,103495,22854,1.269394463,"170712_Smp_spikeafter3_a Shikimic Acid","170712","Smp","spikeafter3","a",103495,120080.114357754,86681.2518436749,82689.5596941486,91541.7867088267,102688.810720629,79549.585848791,85284.0911889931,85943.7247056831,86966.1231428518,93120.6240714634,116658.719472709,78756.2040930693,86459.4868667863,85983.9345048366,86410.4472215809,"d4 Taurine.Norm.Area","Heavy Valine.Norm.Area","d4 Taurine.Norm.Area",85284.0911889931,86459.4868667863,85284.0911889931
"386","170712_Smp_spikeafter3_b","Shikimic Acid",11.305,NA,130427,130427,20351,1.863748732,"170712_Smp_spikeafter3_b Shikimic Acid","170712","Smp","spikeafter3","b",130427,96420.1639711601,115233.914887366,98655.1935682631,102142.536697535,105911.550804824,104182.379725457,110955.482731694,95377.5998736369,98257.6236573197,98366.1608151457,137922.044379405,95369.4362301633,102299.352443299,113393.32514675,106999.265650252,"d4 Taurine.Norm.Area","Heavy Valine.Norm.Area","d4 Taurine.Norm.Area",110955.482731694,102299.352443299,110955.482731694
"387","170712_Smp_spikeafter3_c","Shikimic Acid",11.12,"Bad IR",167528,167528,21050,0.899967231,"170712_Smp_spikeafter3_c Shikimic Acid","170712","Smp","spikeafter3","c",167528,133023.080677403,93507.4765481629,87090.5434919399,122608.413888574,92379.4818894952,104245.958691091,136086.580005039,127876.063545594,123639.600425007,105607.424896243,195430.553852364,128459.029571314,115188.78263921,111183.437564894,105490.543963326,"d4 Taurine.Norm.Area","Heavy Valine.Norm.Area","d4 Taurine.Norm.Area",136086.580005039,115188.78263921,136086.580005039
"388","170712_Smp_spikebefore_1","Shikimic Acid",NA,"Bad RTBad IR",0,47572,10238,3.972609603,"170712_Smp_spikebefore_1 Shikimic Acid","170712","Smp","spikebefore","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d4 Taurine.Norm.Area","Heavy Valine.Norm.Area","d4 Taurine.Norm.Area",0,0,0
"389","170712_Smp_spikebefore_2","Shikimic Acid",11.26,"Bad IRtoo small",0,619,105,0.079655128,"170712_Smp_spikebefore_2 Shikimic Acid","170712","Smp","spikebefore","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d4 Taurine.Norm.Area","Heavy Valine.Norm.Area","d4 Taurine.Norm.Area",0,0,0
"390","170712_Smp_spikebefore_3","Shikimic Acid",11.18,"Bad IRtoo small",0,700,95,0.015572512,"170712_Smp_spikebefore_3 Shikimic Acid","170712","Smp","spikebefore","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d4 Taurine.Norm.Area","Heavy Valine.Norm.Area","d4 Taurine.Norm.Area",0,0,0
"391","170712_Smp_nospike_1","Chitobiose",10.5,"bad S/N",0,60484,9462,2.328815648,"170712_Smp_nospike_1 Chitobiose","170712","Smp","nospike","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Heavy Proline.Norm.Area","Heavy Isoleucine.Norm.Area","Heavy Proline.Norm.Area",0,0,0
"392","170712_Smp_nospike_2","Chitobiose",10.41,NA,0,96317,9146,1.287746507,"170712_Smp_nospike_2 Chitobiose","170712","Smp","nospike","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Heavy Proline.Norm.Area","Heavy Isoleucine.Norm.Area","Heavy Proline.Norm.Area",0,0,0
"393","170712_Smp_nospike_3","Chitobiose",10.04,"Bad IRbad S/N",0,26915,7274,0.158875857,"170712_Smp_nospike_3 Chitobiose","170712","Smp","nospike","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Heavy Proline.Norm.Area","Heavy Isoleucine.Norm.Area","Heavy Proline.Norm.Area",0,0,0
"394","170712_Smp_spikeafter1_a","Chitobiose",10.345,NA,187684272,187684272,7008701,1.771273007,"170712_Smp_spikeafter1_a Chitobiose","170712","Smp","spikeafter1","a",187684272,120834124.033861,224803194.087999,179679391.864956,179791044.929987,223887623.220336,195177420.162679,222131850.038348,172115177.050558,155864933.113592,165204324.793106,97121210.5570483,153554861.891299,176127770.516385,216281283.548171,183708229.465354,"Heavy Proline.Norm.Area","Heavy Isoleucine.Norm.Area","Heavy Proline.Norm.Area",153554861.891299,97121210.5570483,153554861.891299
"395","170712_Smp_spikeafter1_b","Chitobiose",10.3,NA,178063168,178063168,6419722,1.772256986,"170712_Smp_spikeafter1_b Chitobiose","170712","Smp","spikeafter1","b",178063168,99473620.8555413,225497372.492874,161462854.280682,127161317.190168,135975896.169678,152502705.250788,305996951.043884,156095933.718689,158444688.62938,133243565.634014,91384189.9734995,140772469.632145,172664444.352426,157764090.252243,157217522.458319,"Heavy Proline.Norm.Area","Heavy Isoleucine.Norm.Area","Heavy Proline.Norm.Area",140772469.632145,91384189.9734995,140772469.632145
"396","170712_Smp_spikeafter1_c","Chitobiose",10.28,NA,177977824,177977824,6730527,1.784778475,"170712_Smp_spikeafter1_c Chitobiose","170712","Smp","spikeafter1","c",177977824,70254116.029945,169882963.324146,115885686.637757,115530732.99124,113533440.500293,149339167.973863,160057833.445252,146590911.235164,143342388.391875,103215812.517644,89412951.5504177,135383475.5924,150430956.485563,125837574.397231,124567883.3977,"Heavy Proline.Norm.Area","Heavy Isoleucine.Norm.Area","Heavy Proline.Norm.Area",135383475.5924,89412951.5504177,135383475.5924
"397","170712_Smp_spikeafter2_a","Chitobiose",10.28,NA,92491416,92491416,3624243,1.820954967,"170712_Smp_spikeafter2_a Chitobiose","170712","Smp","spikeafter2","a",92491416,66918428.3832349,98658695.9309701,78766376.0816737,81686924.8369204,69307986.2289634,82397535.9741637,76781988.636316,73867507.5153776,72190445.3245639,80315590.1954099,73409286.010554,69820968.8362968,78571281.6271193,66395531.1550393,72862129.204349,"Heavy Proline.Norm.Area","Heavy Isoleucine.Norm.Area","Heavy Proline.Norm.Area",69820968.8362968,73409286.010554,69820968.8362968
"398","170712_Smp_spikeafter2_b","Chitobiose",10.305,NA,94081992,94081992,3684923,1.838890635,"170712_Smp_spikeafter2_b Chitobiose","170712","Smp","spikeafter2","b",94081992,55731467.8306067,91488855.151451,85079550.5149918,67515670.744361,71488385.4080097,95151944.5944467,95652853.2826908,74631829.4566526,74682519.7180585,67264800.9276821,77378774.8504934,71385789.1237073,75749246.0169937,71950817.7761916,72958413.0107331,"Heavy Proline.Norm.Area","Heavy Isoleucine.Norm.Area","Heavy Proline.Norm.Area",71385789.1237073,77378774.8504934,71385789.1237073
"399","170712_Smp_spikeafter2_c","Chitobiose",10.28,NA,88140296,88140296,3661909,1.817112433,"170712_Smp_spikeafter2_c Chitobiose","170712","Smp","spikeafter2","c",88140296,48769510.7528395,67652786.4732986,51738168.1982928,57008441.8480897,48881452.8027647,65054940.2859986,67711023.1505702,67876916.7751377,69327243.4302863,53921605.5572276,72091989.0446841,70373780.2257327,65784720.1886402,63877561.6825897,57302097.1130522,"Heavy Proline.Norm.Area","Heavy Isoleucine.Norm.Area","Heavy Proline.Norm.Area",70373780.2257327,72091989.0446841,70373780.2257327
"400","170712_Smp_spikeafter3_a","Chitobiose",10.305,NA,46461448,46461448,1905172,1.791030908,"170712_Smp_spikeafter3_a Chitobiose","170712","Smp","spikeafter3","a",46461448,53906913.2718183,38913343.3992928,37121374.7318478,41095356.9061234,46099529.8273189,35711763.3348001,38286123.6581928,38582249.3486585,39041229.1237568,41804135.7845678,52370965.0565521,35355594.7741198,38813787.6531994,38600300.5153087,38791772.551739,"Heavy Proline.Norm.Area","Heavy Isoleucine.Norm.Area","Heavy Proline.Norm.Area",35355594.7741198,52370965.0565521,35355594.7741198
"401","170712_Smp_spikeafter3_b","Chitobiose",10.295,NA,45589576,45589576,1710686,1.76369392,"170712_Smp_spikeafter3_b Chitobiose","170712","Smp","spikeafter3","b",45589576,33702794.6153455,40278970.7693585,34484028.9585365,35702998.149195,37020422.8778887,36416006.7957905,38783483.5778884,33338375.7821368,34345061.9987025,34383000.178723,48209400.8472958,33335522.2545346,35757811.6721581,39635609.3038286,37400623.745899,"Heavy Proline.Norm.Area","Heavy Isoleucine.Norm.Area","Heavy Proline.Norm.Area",33335522.2545346,48209400.8472958,33335522.2545346
"402","170712_Smp_spikeafter3_c","Chitobiose",10.29,NA,43523676,43523676,1650242,1.765588726,"170712_Smp_spikeafter3_c Chitobiose","170712","Smp","spikeafter3","c",43523676,34559318.2269541,24293187.4842405,22626072.0453124,31853593.9124219,24000135.1344626,27083038.83757,35355213.552883,33222126.1992853,32121495.5689046,27436746.9579916,50772743.1018747,33373580.4303535,29925978.0718651,28885391.7741553,27406381.3602715,"Heavy Proline.Norm.Area","Heavy Isoleucine.Norm.Area","Heavy Proline.Norm.Area",33373580.4303535,50772743.1018747,33373580.4303535
"403","170712_Smp_spikebefore_1","Chitobiose",10.37,NA,6921579,6921579,263516,1.668529835,"170712_Smp_spikebefore_1 Chitobiose","170712","Smp","spikebefore","1",6921579,13426780.3280623,5896646.82306954,8296799.89471724,7406551.49191083,7395350.51150101,6081998.29311672,5371568.35829903,7452504.15696415,7603724.14503506,12948740.9434768,15486026.4827478,7590833.80249855,8557420.14924186,6091935.92227308,7617646.44758404,"Heavy Proline.Norm.Area","Heavy Isoleucine.Norm.Area","Heavy Proline.Norm.Area",7590833.80249855,15486026.4827478,7590833.80249855
"404","170712_Smp_spikebefore_2","Chitobiose",10.415,NA,4255791,4255791,124184,2.078226916,"170712_Smp_spikebefore_2 Chitobiose","170712","Smp","spikebefore","2",4255791,9558218.05589541,4116247.73582862,20392029.6247645,5563716.00233914,9021611.97311023,3573566.82747919,2558455.16068171,5042439.08197548,4567305.64482423,7887692.60996553,11959986.713955,21443111.7722239,7667644.34804079,8165409.32718203,4493384.98643923,"Heavy Proline.Norm.Area","Heavy Isoleucine.Norm.Area","Heavy Proline.Norm.Area",21443111.7722239,11959986.713955,21443111.7722239
"405","170712_Smp_spikebefore_3","Chitobiose",10.33,NA,11280121,11280121,421691,1.752191653,"170712_Smp_spikebefore_3 Chitobiose","170712","Smp","spikebefore","3",11280121,11566716.1289125,9437559.41395147,11400627.1258959,13228580.9405539,11895906.926236,10952494.4092954,12998404.4840912,8888807.30840136,8928805.3825197,13341507.7449539,18816990.6732669,9425751.5076639,12297755.5267207,8514059.54285088,11674634.5046767,"Heavy Proline.Norm.Area","Heavy Isoleucine.Norm.Area","Heavy Proline.Norm.Area",9425751.5076639,18816990.6732669,9425751.5076639
"406","170712_Smp_nospike_1","Glutathione",11.81,"comparable to blkbad S/N",73827,21191,11627,1.92773382,"170712_Smp_nospike_1 Glutathione","170712","Smp","nospike","1",73827,193449.30362175,63006.4983921203,96429.436653362,87888.0810414761,89915.0812451365,62351.8987239719,58879.1048275683,72817.2341484627,84316.0009190877,131433.691362255,158922.145981885,79534.8718885329,60084.2426266657,87718.506711565,81910.4618648223,"Heavy Valine.Norm.Area","inj.vol.Norm.Area","Heavy Valine.Norm.Area",60084.2426266657,73827,60084.2426266657
"407","170712_Smp_nospike_2","Glutathione",11.915,"Bad IRcomparable to blk",73827,44955,19405,5.51884031,"170712_Smp_nospike_2 Glutathione","170712","Smp","nospike","2",73827,222604.412857186,64652.1206229209,73085.0178378702,70410.1161725753,67121.6942994298,63311.5281294076,65930.1000335558,65004.0523013926,62692.3451183319,94579.039549546,151730.7751388,62503.5773426752,49164.2061542547,68023.7448873631,72954.3412922549,"Heavy Valine.Norm.Area","inj.vol.Norm.Area","Heavy Valine.Norm.Area",49164.2061542547,73827,49164.2061542547
"408","170712_Smp_nospike_3","Glutathione",11.77,"comparable to blk",73827,-6788,5462,1.138995549,"170712_Smp_nospike_3 Glutathione","170712","Smp","nospike","3",73827,158952.493321784,53292.9719792039,68562.4098297521,76259.8497772381,79339.2616992705,71302.224556895,54716.1329698793,75443.9312741228,78240.3733526774,110490.824006063,176602.815324827,74453.6242597967,54305.7765520437,65854.3284667367,82919.1989271713,"Heavy Valine.Norm.Area","inj.vol.Norm.Area","Heavy Valine.Norm.Area",54305.7765520437,73827,54305.7765520437
"409","170712_Smp_spikeafter1_a","Glutathione",11.97,NA,34113280,34039453,2849571,1.491417675,"170712_Smp_spikeafter1_a Glutathione","170712","Smp","spikeafter1","a",34113280,21962673.0721571,40859973.0978963,32658322.0831576,32678616.0173786,40693559.9774168,35475226.095062,40374432.6390661,31283458.9942371,28329833.122539,30027350.3412058,17652640.8652481,27909957.20227,32012783.4227963,39311040.3222182,33390599.027157,"Heavy Valine.Norm.Area","inj.vol.Norm.Area","Heavy Valine.Norm.Area",32012783.4227963,34113280,32012783.4227963
"410","170712_Smp_spikeafter1_b","Glutathione",11.91,NA,36897984,36824157,2656072,1.465071967,"170712_Smp_spikeafter1_b Glutathione","170712","Smp","spikeafter1","b",36897984,20612775.2975272,46727229.0824574,33458091.7590039,26350178.4215238,28176722.3261715,31601383.0457081,63408231.6431999,32345966.487675,32832671.9758904,27610532.8692501,18936495.4997046,29170661.1225033,35779268.5407277,32691639.3956431,32578380.4328737,"Heavy Valine.Norm.Area","inj.vol.Norm.Area","Heavy Valine.Norm.Area",35779268.5407277,36897984,35779268.5407277
"411","170712_Smp_spikeafter1_c","Glutathione",11.81,NA,42499956,42426129,2986493,1.575452074,"170712_Smp_spikeafter1_c Glutathione","170712","Smp","spikeafter1","c",42499956,16776229.6053892,40566955.5012977,27672754.2366989,27587993.5961879,27111053.0365348,35661229.726945,38220777.8811732,35004963.7503961,34229237.4559518,24647270.0469926,21351235.9085977,32328700.4329487,35921941.778962,30049200.8208227,29746006.8025969,"Heavy Valine.Norm.Area","inj.vol.Norm.Area","Heavy Valine.Norm.Area",35921941.778962,42499956,35921941.778962
"412","170712_Smp_spikeafter2_a","Glutathione",11.915,NA,8729290,8655463,592808,1.665414801,"170712_Smp_spikeafter2_a Glutathione","170712","Smp","spikeafter2","a",8729290,6315725.20958581,9311354.55644077,7433928.12870324,7709567.94638846,6541250.39137284,7776635.042585,7246642.71096365,6971575.55333471,6813295.32750653,7580142.12191205,6928328.85463737,6589665.4134152,7415515.21921555,6266374.4509693,6876688.49012142,"Heavy Valine.Norm.Area","inj.vol.Norm.Area","Heavy Valine.Norm.Area",7415515.21921555,8729290,7415515.21921555
"413","170712_Smp_spikeafter2_b","Glutathione",11.885,NA,8963454,8889627,572860,1.551752112,"170712_Smp_spikeafter2_b Glutathione","170712","Smp","spikeafter2","b",8963454,5309692.51004085,8716398.61391003,8105766.27014664,6432406.4162696,6810898.03178239,9065391.3703578,9113114.33933231,7110382.72096269,7115212.12366454,6408505.34855209,7372091.87650655,6801123.39738779,7216842.11584302,6854955.25434108,6950951.66495526,"Heavy Valine.Norm.Area","inj.vol.Norm.Area","Heavy Valine.Norm.Area",7216842.11584302,8963454,7216842.11584302
"414","170712_Smp_spikeafter2_c","Glutathione",11.79,NA,9497923,9424096,566494,1.334831154,"170712_Smp_spikeafter2_c Glutathione","170712","Smp","spikeafter2","c",9497923,5255360.81564942,7290206.47558107,5575260.80589102,6143180.99207579,5267423.59531891,7010264.78973945,7296482.01017311,7314358.56543603,7470644.52680208,5810546.15041138,7768571.15232802,7583418.43783837,7088905.24860785,6883391.47725335,6174825.03256276,"Heavy Valine.Norm.Area","inj.vol.Norm.Area","Heavy Valine.Norm.Area",7088905.24860785,9497923,7088905.24860785
"415","170712_Smp_spikeafter3_a","Glutathione",11.93,NA,618760,544933,32031,2.267142988,"170712_Smp_spikeafter3_a Glutathione","170712","Smp","spikeafter3","a",618760,717916.532779397,518236.546604109,494371.631058036,547295.965447158,613940.079438588,475598.838009546,509883.41720954,513827.132700985,519939.691346162,556735.275621612,697461.222870027,470855.489102155,516910.692243033,514067.532868377,516617.501549112,"Heavy Valine.Norm.Area","inj.vol.Norm.Area","Heavy Valine.Norm.Area",516910.692243033,618760,516910.692243033
"416","170712_Smp_spikeafter3_b","Glutathione",11.85,"Bad IR",923767,849940,43288,2.116949724,"170712_Smp_spikeafter3_b Glutathione","170712","Smp","spikeafter3","b",923767,682908.949919469,816159.904419773,698738.851594944,723438.434507209,750132.990502887,737885.900709562,785857.3256811,675524.847634845,695923.008526235,696691.737736241,976851.673121589,675467.027517533,724549.103394917,803123.676775802,757836.879111968,"Heavy Valine.Norm.Area","inj.vol.Norm.Area","Heavy Valine.Norm.Area",724549.103394917,923767,724549.103394917
"417","170712_Smp_spikeafter3_c","Glutathione",11.68,NA,919395,845568,50502,1.553596323,"170712_Smp_spikeafter3_c Glutathione","170712","Smp","spikeafter3","c",919395,730031.727588232,513169.776998461,477953.59721224,672875.953196396,506979.333316176,572102.65263595,746844.236329048,701784.856522502,678535.113131829,579574.390027228,1072524.43805868,704984.178720678,632156.957729912,610175.592020296,578932.946535279,"Heavy Valine.Norm.Area","inj.vol.Norm.Area","Heavy Valine.Norm.Area",632156.957729912,919395,632156.957729912
"418","170712_Smp_spikebefore_1","Glutathione",12.085,"comparable to blk",73827,133134,19042,1.258986416,"170712_Smp_spikebefore_1 Glutathione","170712","Smp","spikebefore","1",73827,143212.829222906,62894.8604078282,88495.3918502252,78999.8173817421,78880.3453969947,64871.8577055797,57294.2643850691,79489.9580567082,81102.901874775,138113.961804678,165177.176644494,80965.410802515,91275.2216449568,64977.8545233183,81251.4000469816,"Heavy Valine.Norm.Area","inj.vol.Norm.Area","Heavy Valine.Norm.Area",91275.2216449568,73827,91275.2216449568
"419","170712_Smp_spikebefore_2","Glutathione",12.09,"Bad IRcomparable to blkbad S/N",73827,-2586,12417,0.796291329,"170712_Smp_spikebefore_2 Glutathione","170712","Smp","spikebefore","2",73827,165810.43674668,71406.2841885374,353749.131737787,96516.1262159471,156501.704886074,61992.1697687471,44382.5998851092,87473.3157960538,79230.9758257486,136831.127824634,207474.929838226,371982.69670855,133013.857889828,141648.796756671,77948.6430122742,"Heavy Valine.Norm.Area","inj.vol.Norm.Area","Heavy Valine.Norm.Area",133013.857889828,73827,133013.857889828
"420","170712_Smp_spikebefore_3","Glutathione",12.13,"Bad IRcomparable to blkbad S/N",73827,-55083,5890,4.802459646,"170712_Smp_spikebefore_3 Glutathione","170712","Smp","spikebefore","3",73827,75702.7297534507,61767.6617878297,74615.6977237672,86579.4298747567,77857.2429004288,71682.7243923227,85072.9533705355,58176.1469719472,58437.9294313671,87318.5218746069,123154.881976468,61690.3804982502,80487.2924032651,55723.4690895649,76409.0422059095,"Heavy Valine.Norm.Area","inj.vol.Norm.Area","Heavy Valine.Norm.Area",80487.2924032651,73827,80487.2924032651
"421","170712_Smp_nospike_1","Salicylic Acid",2.5,"Bad IR",521840,511798,78641,77.20668738,"170712_Smp_nospike_1 Salicylic Acid","170712","Smp","nospike","1",521840,1367380.28908088,445356.185690114,681603.440789825,621229.580108685,635557.262207079,440729.202461396,416182.0480748,514702.55418795,595980.629303869,929028.099482293,1123327.95128052,562185.617000718,424700.46422446,620030.958082586,578977.276870777,"15N GMP.Norm.Area","13C-Isethionic Acid.Norm.Area","15N GMP.Norm.Area",620030.958082586,445356.185690114,620030.958082586
"422","170712_Smp_nospike_2","Salicylic Acid",2.445,NA,497306,487264,98466,70.41002407,"170712_Smp_nospike_2 Salicylic Acid","170712","Smp","nospike","2",497306,1499485.42051493,435503.101825922,492307.934507428,474289.531381727,452138.395238493,426472.73772364,444111.697987017,437873.748544521,422301.859501499,637093.798234068,1022073.5619919,421030.30102776,331174.972648866,458214.697535522,491427.68432533,"15N GMP.Norm.Area","13C-Isethionic Acid.Norm.Area","15N GMP.Norm.Area",458214.697535522,435503.101825922,458214.697535522
"423","170712_Smp_nospike_3","Salicylic Acid",2.505,"Bad IR",657184,647142,101673,25.53956164,"170712_Smp_nospike_3 Salicylic Acid","170712","Smp","nospike","3",657184,1414943.52162736,474396.745055077,610320.32645991,678840.439351517,706252.365131637,634709.268197252,487065.262433489,671577.397570714,696470.417616941,983553.465312153,1572060.96125308,662762.005845425,483412.402746668,586213.864833786,738119.804783536,"15N GMP.Norm.Area","13C-Isethionic Acid.Norm.Area","15N GMP.Norm.Area",586213.864833786,474396.745055077,586213.864833786
"424","170712_Smp_spikeafter1_a","Salicylic Acid",2.425,NA,31507214,31497172,5741490,51.53888332,"170712_Smp_spikeafter1_a Salicylic Acid","170712","Smp","spikeafter1","a",31507214,20284846.2679781,37738497.0436634,30163406.8244089,30182150.4142485,37584796.9655895,32765114.9427877,37290049.191624,28893575.6746831,26165590.4907451,27733426.778467,16304076.6940768,25777790.7695408,29567183.7489006,36307894.1689206,30839741.8582097,"15N GMP.Norm.Area","13C-Isethionic Acid.Norm.Area","15N GMP.Norm.Area",36307894.1689206,37738497.0436634,36307894.1689206
"425","170712_Smp_spikeafter1_b","Salicylic Acid",2.395,NA,33942956,33932914,6411915,61.89102367,"170712_Smp_spikeafter1_b Salicylic Acid","170712","Smp","spikeafter1","b",33942956,18961971.6069542,42985011.8843288,30778552.4656261,24239886.568164,25920149.0829813,29070540.9341501,58330092.4165109,29755493.3426343,30203220.3233673,25399303.7212415,17419939.0823269,26834486.8644324,32913834.4737237,30073482.5397013,29969294.0835005,"15N GMP.Norm.Area","13C-Isethionic Acid.Norm.Area","15N GMP.Norm.Area",30073482.5397013,42985011.8843288,30073482.5397013
