,Replicate.Name,Compound.Name,Retention.Time,Notes,Area,Area.BlkSub,Height,IR,S.N,Run.Cmpd,runDate,type,SampID,replicate,inj.vol.Norm.Area,d4-Tryptamine.Norm.Area,d-IAA.Norm.Area,D-Phenylalanine.Norm.Area,D-Tryptophan.Norm.Area,Vitamin B1_IS.Norm.Area,Vitamin B2_IS.Norm.Area,D8-Arachidonic Acid.Norm.Area,D5-EPA.Norm.Area,D5-DHA.Norm.Area,D6-Tocopherol.Norm.Area,D3-Pyridoxal.Norm.Area,PooPlusModel.IS,PooPlusModel
1278,170518_Poo_TruePoo_Half3,Indole 3 carboxylic acid,5.585,NA,2792761,2751187,558269,1.11619,36.61423,170518_Poo_TruePoo_Half3 Indole 3 carboxylic acid,170518,Poo,TruePoo,Half3,NA,3913719,4404066,5814484,5825115,3319186,5796459,3104716,3679263,3362336,2852911,5548520,d-IAA.Norm.Area,4404066
1279,170518_Smp_EtACpH2_1,Indole 3 carboxylic acid,5.58,NA,NA,4635072,773094,1.167305,12.88036,170518_Smp_EtACpH2_1 Indole 3 carboxylic acid,170518,Smp,EtACpH2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d-IAA.Norm.Area,NA
1280,170518_Smp_EtACpH2_2,Indole 3 carboxylic acid,5.57,Bad IRbad S/N,NA,153499,36260,0.2360216,2.545329,170518_Smp_EtACpH2_2 Indole 3 carboxylic acid,170518,Smp,EtACpH2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d-IAA.Norm.Area,NA
1281,170518_Smp_EtACpH2_3,Indole 3 carboxylic acid,5.57,Bad IRcomparable to blkbad S/N,NA,-34110,3148,0.01066871,1.156173,170518_Smp_EtACpH2_3 Indole 3 carboxylic acid,170518,Smp,EtACpH2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d-IAA.Norm.Area,NA
1282,170518_Smp_EtACpH5_1,Indole 3 carboxylic acid,5.56,NA,8458600,8417026,1817100,1.103702,19.46316,170518_Smp_EtACpH5_1 Indole 3 carboxylic acid,170518,Smp,EtACpH5,1,NA,8933174,6939069,12064560,9888959,8282551,12666491,10985005,11004453,10122411,12890933,5188178,d-IAA.Norm.Area,6939069
1283,170518_Smp_EtACpH5_2,Indole 3 carboxylic acid,5.565,NA,5039532,4997958,1081099,1.056138,12.56349,170518_Smp_EtACpH5_2 Indole 3 carboxylic acid,170518,Smp,EtACpH5,2,NA,2779927,4101648,10536890,8644873,16834790,11643335,4209180,11341151,12898706,12968138,3290306,d-IAA.Norm.Area,4101648
1284,170518_Smp_EtACpH5_3,Indole 3 carboxylic acid,5.565,NA,7443671,7402097,1565660,1.225065,47.12083,170518_Smp_EtACpH5_3 Indole 3 carboxylic acid,170518,Smp,EtACpH5,3,NA,4375031,5965777,8939024,8273093,19085414,11229716,7304713,10398401,10364648,10364999,3954222,d-IAA.Norm.Area,5965777
1285,170518_Smp_EtACpH8_1,Indole 3 carboxylic acid,5.565,NA,2040994,1999420,303185,1.1845,39.95324,170518_Smp_EtACpH8_1 Indole 3 carboxylic acid,170518,Smp,EtACpH8,1,NA,1887507,1699322,2422063,2553048,1630714,3146938,3959991,5411837,4087360,2428231,1186156,d-IAA.Norm.Area,1699322
1286,170518_Smp_EtACpH8_2,Indole 3 carboxylic acid,5.55,NA,2497829,2456255,359374,1.267011,10.81303,170518_Smp_EtACpH8_2 Indole 3 carboxylic acid,170518,Smp,EtACpH8,2,NA,2382028,1860616,2793059,2595448,2117561,3517456,2540596,2454952,1943611,2513295,1444645,d-IAA.Norm.Area,1860616
1287,170518_Smp_EtACpH8_3,Indole 3 carboxylic acid,5.545,Bad IR,882187,840613,192375,0.8253709,13.86231,170518_Smp_EtACpH8_3 Indole 3 carboxylic acid,170518,Smp,EtACpH8,3,NA,578493.9,836564.4,860930.1,823961.2,2138037,1060888,1381054,939161.5,747010.2,471829.1,470709.8,d-IAA.Norm.Area,836564.4
1288,170518_Smp_SPEpH2_1,Indole 3 carboxylic acid,5.58,NA,4933705,4892131,954668,1.430508,20.51801,170518_Smp_SPEpH2_1 Indole 3 carboxylic acid,170518,Smp,SPEpH2,1,NA,6240100,5937381,5438792,5216558,4201980,4416164,2591248,2226470,2205535,5883944,9009726,d-IAA.Norm.Area,5937381
1289,170518_Smp_SPEpH2_2,Indole 3 carboxylic acid,5.575,NA,4272197,4230623,873076,1.375242,5223.735,170518_Smp_SPEpH2_2 Indole 3 carboxylic acid,170518,Smp,SPEpH2,2,NA,5093307,4668725,4816707,4120622,3466635,3845530,2254831,2259431,2351721,3432256,8073540,d-IAA.Norm.Area,4668725
1290,170518_Smp_SPEpH2_3,Indole 3 carboxylic acid,5.59,NA,5082881,5041307,934154,1.439949,36.13601,170518_Smp_SPEpH2_3 Indole 3 carboxylic acid,170518,Smp,SPEpH2,3,NA,6492719,7118507,6838968,5760316,4525516,4884979,3246946,2909040,3081246,7193985,10723181,d-IAA.Norm.Area,7118507
1291,170518_Smp_SPEpH5_1,Indole 3 carboxylic acid,5.56,NA,4831047,4789473,951068,1.268294,56.86123,170518_Smp_SPEpH5_1 Indole 3 carboxylic acid,170518,Smp,SPEpH5,1,NA,6739035,6243897,6205347,5313758,4201196,4269562,3100705,2746015,2732201,6098048,6693362,d-IAA.Norm.Area,6243897
1292,170518_Smp_SPEpH5_2,Indole 3 carboxylic acid,5.57,NA,5078763,5037189,946695,1.295078,23.60513,170518_Smp_SPEpH5_2 Indole 3 carboxylic acid,170518,Smp,SPEpH5,2,NA,6757098,6128731,6044385,5129053,3631146,4743841,2566044,2244100,2160247,4112976,6752247,d-IAA.Norm.Area,6128731
1293,170518_Smp_SPEpH5_3,Indole 3 carboxylic acid,5.525,NA,5148514,5106940,949116,1.347191,21.52796,170518_Smp_SPEpH5_3 Indole 3 carboxylic acid,170518,Smp,SPEpH5,3,NA,6448469,6059953,5244804,4805072,3594252,4471152,3113133,2915575,2944885,4894519,7313817,d-IAA.Norm.Area,6059953
1294,170518_Smp_SPEpH8_1,Indole 3 carboxylic acid,5.565,NA,3683908,3642334,1174440,1.063184,22.49643,170518_Smp_SPEpH8_1 Indole 3 carboxylic acid,170518,Smp,SPEpH8,1,NA,4027197,3333170,579118.2,742579.5,3015786,941127,8851982,3010269,5346899,1635833,21023505,d-IAA.Norm.Area,3333170
1295,170518_Smp_SPEpH8_2,Indole 3 carboxylic acid,5.42,Bad IRbad S/N,NA,265183,50462,0.01635812,1.594656,170518_Smp_SPEpH8_2 Indole 3 carboxylic acid,170518,Smp,SPEpH8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d-IAA.Norm.Area,NA
1296,170518_Smp_SPEpH8_3,Indole 3 carboxylic acid,5.51,NA,4646457,4604883,706064,0.9852221,43.40319,170518_Smp_SPEpH8_3 Indole 3 carboxylic acid,170518,Smp,SPEpH8,3,NA,5784331,4513863,7566145,6982727,4811403,2204323,5285804,8632456,13086424,5724777,19113063,d-IAA.Norm.Area,4513863
1297,170518_Poo_TruePoo_Full1,Indole 3 Lactic Acid,4.83,Bad IR,8183870,8164572,516173,2.493443,11.51394,170518_Poo_TruePoo_Full1 Indole 3 Lactic Acid,170518,Poo,TruePoo,Full1,NA,7637097,9989844,11070390,10968681,8305921,10264454,48287607,80678096,60603583,7681621,8732825,Vitamin B2_IS.Norm.Area,10264454
1298,170518_Poo_TruePoo_Full2,Indole 3 Lactic Acid,4.84,Bad IR,8627248,8607950,567848,1.840995,8.57883,170518_Poo_TruePoo_Full2 Indole 3 Lactic Acid,170518,Poo,TruePoo,Full2,NA,8580749,6575963,10661491,9672401,8595851,8429382,8119410,9660812,8267347,5470516,9603456,Vitamin B2_IS.Norm.Area,8429382
1299,170518_Poo_TruePoo_Full3,Indole 3 Lactic Acid,4.865,Bad IR,8748327,8729029,655851,1.836143,9.65179,170518_Poo_TruePoo_Full3 Indole 3 Lactic Acid,170518,Poo,TruePoo,Full3,NA,7487795,6661439,8932444,9149983,8819312,7899929,11022441,14311735,12026904,9747217,10406781,Vitamin B2_IS.Norm.Area,7899929
1300,170518_Poo_TruePoo_Half1,Indole 3 Lactic Acid,4.825,Bad IR,2186107,2166809,296804,2.968056,9.508041,170518_Poo_TruePoo_Half1 Indole 3 Lactic Acid,170518,Poo,TruePoo,Half1,NA,2841164,4743459,5093846,5729700,2552917,5826910,17629749,23357863,22341977,3831313,3498080,Vitamin B2_IS.Norm.Area,5826910
1301,170518_Poo_TruePoo_Half2,Indole 3 Lactic Acid,4.835,Bad IR,4242432,4223134,250154,1.954544,4.97365,170518_Poo_TruePoo_Half2 Indole 3 Lactic Acid,170518,Poo,TruePoo,Half2,NA,6599267,6355219,10036362,9853784,5030908,9469421,3966251,4100813,3855143,4286517,7390021,Vitamin B2_IS.Norm.Area,9469421
1302,170518_Poo_TruePoo_Half3,Indole 3 Lactic Acid,4.875,NA,4136815,4117517,290425,1.561011,4.52414,170518_Poo_TruePoo_Half3 Indole 3 Lactic Acid,170518,Poo,TruePoo,Half3,NA,5797249,6523582,8612783,8628531,4916589,8586083,4598903,5449958,4980505,4225913,8218820,Vitamin B2_IS.Norm.Area,8586083
1303,170518_Smp_EtACpH2_1,Indole 3 Lactic Acid,4.945,Bad IR,NA,3268354,256258,61.77939,5.350449,170518_Smp_EtACpH2_1 Indole 3 Lactic Acid,170518,Smp,EtACpH2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vitamin B2_IS.Norm.Area,NA
1304,170518_Smp_EtACpH2_2,Indole 3 Lactic Acid,4.905,Bad IR,NA,2832742,208938,13.96382,6.285774,170518_Smp_EtACpH2_2 Indole 3 Lactic Acid,170518,Smp,EtACpH2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vitamin B2_IS.Norm.Area,NA
1305,170518_Smp_EtACpH2_3,Indole 3 Lactic Acid,4.965,Bad IR,NA,3156144,256586,28.32813,6.24143,170518_Smp_EtACpH2_3 Indole 3 Lactic Acid,170518,Smp,EtACpH2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vitamin B2_IS.Norm.Area,NA
1306,170518_Smp_EtACpH5_1,Indole 3 Lactic Acid,4.785,Bad IRbad S/N,NA,3344400,202782,12.19275,2.920769,170518_Smp_EtACpH5_1 Indole 3 Lactic Acid,170518,Smp,EtACpH5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vitamin B2_IS.Norm.Area,NA
1307,170518_Smp_EtACpH5_2,Indole 3 Lactic Acid,NA,Bad RTBad IR,NA,2523197,187347,8.953771,4.081229,170518_Smp_EtACpH5_2 Indole 3 Lactic Acid,170518,Smp,EtACpH5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vitamin B2_IS.Norm.Area,NA
1308,170518_Smp_EtACpH5_3,Indole 3 Lactic Acid,4.77,Bad IR,NA,3069578,221775,21.27779,5.790641,170518_Smp_EtACpH5_3 Indole 3 Lactic Acid,170518,Smp,EtACpH5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vitamin B2_IS.Norm.Area,NA
1309,170518_Smp_EtACpH8_1,Indole 3 Lactic Acid,4.765,Bad IR,NA,2859844,243266,15.65815,13.92283,170518_Smp_EtACpH8_1 Indole 3 Lactic Acid,170518,Smp,EtACpH8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vitamin B2_IS.Norm.Area,NA
1310,170518_Smp_EtACpH8_2,Indole 3 Lactic Acid,4.76,Bad IR,NA,2762433,197725,12.84579,7.363711,170518_Smp_EtACpH8_2 Indole 3 Lactic Acid,170518,Smp,EtACpH8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vitamin B2_IS.Norm.Area,NA
1311,170518_Smp_EtACpH8_3,Indole 3 Lactic Acid,4.735,Bad IR,NA,2605445,195452,15.40342,9.655662,170518_Smp_EtACpH8_3 Indole 3 Lactic Acid,170518,Smp,EtACpH8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vitamin B2_IS.Norm.Area,NA
1312,170518_Smp_SPEpH2_1,Indole 3 Lactic Acid,4.865,Bad IR,6739801,6720503,395892,2.311013,6.759362,170518_Smp_SPEpH2_1 Indole 3 Lactic Acid,170518,Smp,SPEpH2,1,NA,8524431,8110896,7429787,7126199,5740211,6032802,3539833,3041521,3012922,8037897,12307943,Vitamin B2_IS.Norm.Area,6032802
1313,170518_Smp_SPEpH2_2,Indole 3 Lactic Acid,4.85,Bad IR,6900601,6881303,442853,2.190374,8.796523,170518_Smp_SPEpH2_2 Indole 3 Lactic Acid,170518,Smp,SPEpH2,2,NA,8226886,7541086,7780112,6655772,5599430,6211433,3642081,3649511,3798581,5543900,13040663,Vitamin B2_IS.Norm.Area,6211433
1314,170518_Smp_SPEpH2_3,Indole 3 Lactic Acid,4.87,Bad IR,5027636,5008338,300834,2.68133,4.936689,170518_Smp_SPEpH2_3 Indole 3 Lactic Acid,170518,Smp,SPEpH2,3,NA,6422151,7041137,6764636,5697708,4476329,4831885,3211656,2877422,3047757,7115795,10606633,Vitamin B2_IS.Norm.Area,4831885
1315,170518_Smp_SPEpH5_1,Indole 3 Lactic Acid,4.82,NA,8218678,8199380,531127,1.636339,8.82735,170518_Smp_SPEpH5_1 Indole 3 Lactic Acid,170518,Smp,SPEpH5,1,NA,11464587,10622248,10556666,9039875,7147162,7263469,5274984,4671578,4648078,10374126,11386888,Vitamin B2_IS.Norm.Area,7263469
1316,170518_Smp_SPEpH5_2,Indole 3 Lactic Acid,4.835,NA,10131637,10112339,668967,1.597276,6.431427,170518_Smp_SPEpH5_2 Indole 3 Lactic Acid,170518,Smp,SPEpH5,2,NA,13479752,12226221,12057959,10231960,7243782,9463501,5119007,4476760,4309483,8204986,13470074,Vitamin B2_IS.Norm.Area,9463501
1317,170518_Smp_SPEpH5_3,Indole 3 Lactic Acid,4.85,NA,10014538,9995240,691565,1.749945,9.965912,170518_Smp_SPEpH5_3 Indole 3 Lactic Acid,170518,Smp,SPEpH5,3,NA,12543122,11787406,10201834,9346498,6991294,8696980,6055453,5671178,5728190,9520484,14226338,Vitamin B2_IS.Norm.Area,8696980
1318,170518_Smp_SPEpH8_1,Indole 3 Lactic Acid,4.78,NA,13787610,13768312,1877904,1.294323,38.63734,170518_Smp_SPEpH8_1 Indole 3 Lactic Acid,170518,Smp,SPEpH8,1,NA,15072425,12474916,2167442,2779222,11287057,3522317,33129946,11266410,20011616,6122364,78683803,Vitamin B2_IS.Norm.Area,3522317
1319,170518_Smp_SPEpH8_2,Indole 3 Lactic Acid,4.835,NA,4479336,4460038,1012789,1.503105,12.32023,170518_Smp_SPEpH8_2 Indole 3 Lactic Acid,170518,Smp,SPEpH8,2,NA,4194858,3333114,5244999,5890366,3391793,4208686,3518056,3786846,5439040,3821259,19484052,Vitamin B2_IS.Norm.Area,4208686
1320,170518_Smp_SPEpH8_3,Indole 3 Lactic Acid,4.83,NA,6333246,6313948,1381880,1.581112,15.98592,170518_Smp_SPEpH8_3 Indole 3 Lactic Acid,170518,Smp,SPEpH8,3,NA,7884198,6152517,10312859,9517645,6558072,3004552,7204694,11766270,17837148,7803026,26051619,Vitamin B2_IS.Norm.Area,3004552
1321,170518_Poo_TruePoo_Full1,Indole 3 methyl acetate,7.41,NA,2448614,2394508,527817,13.87993,87.8426,170518_Poo_TruePoo_Full1 Indole 3 methyl acetate,170518,Poo,TruePoo,Full1,NA,2285019,2988961,3312261,3281829,2485132,3071125,14447653,24138887,18132593,2298341,2612861,D8-Arachidonic Acid.Norm.Area,14447653
1322,170518_Poo_TruePoo_Full2,Indole 3 methyl acetate,7.42,NA,7286685,7232579,1543244,14.85342,49.39882,170518_Poo_TruePoo_Full2 Indole 3 methyl acetate,170518,Poo,TruePoo,Full2,NA,7247411,5554143,9004833,8169435,7260166,7119565,6857758,8159646,6982708,4620469,8111203,D8-Arachidonic Acid.Norm.Area,6857758
1323,170518_Poo_TruePoo_Full3,Indole 3 methyl acetate,7.44,NA,7927085,7872979,1809217,12.43382,59.96286,170518_Poo_TruePoo_Full3 Indole 3 methyl acetate,170518,Poo,TruePoo,Full3,NA,6784884,6036102,8093918,8291036,7991406,7158329,9987719,12968233,10897888,8832205,9429853,D8-Arachidonic Acid.Norm.Area,9987719
1324,170518_Poo_TruePoo_Half1,Indole 3 methyl acetate,7.44,NA,1456237,1402131,296607,13.4893,51.72759,170518_Poo_TruePoo_Half1 Indole 3 methyl acetate,170518,Poo,TruePoo,Half1,NA,1892592,3159772,3393176,3816739,1700581,3881494,11743749,15559432,14882717,2552162,2330185,D8-Arachidonic Acid.Norm.Area,11743749
1325,170518_Poo_TruePoo_Half2,Indole 3 methyl acetate,7.43,NA,6405018,6350912,1240111,12.40987,48.19914,170518_Poo_TruePoo_Half2 Indole 3 methyl acetate,170518,Poo,TruePoo,Half2,NA,9963253,9594801,15152413,14876765,7595421,14296472,5988053,6191209,5820307,6471576,11157095,D8-Arachidonic Acid.Norm.Area,5988053
1326,170518_Poo_TruePoo_Half3,Indole 3 methyl acetate,7.44,NA,7389702,7335596,1375392,12.75668,69.52913,170518_Poo_TruePoo_Half3 Indole 3 methyl acetate,170518,Poo,TruePoo,Half3,NA,10355779,11653247,15385242,15413373,8782633,15337547,8215141,9735405,8896808,7548861,14681495,D8-Arachidonic Acid.Norm.Area,8215141
1327,170518_Smp_EtACpH2_1,Indole 3 methyl acetate,7.515,comparable to blkbad S/N,NA,89774,24106,9.078748,2.284689,170518_Smp_EtACpH2_1 Indole 3 methyl acetate,170518,Smp,EtACpH2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8-Arachidonic Acid.Norm.Area,NA
1328,170518_Smp_EtACpH2_2,Indole 3 methyl acetate,7.495,Bad IRbad S/N,NA,149044,20839,1.992722,2.735939,170518_Smp_EtACpH2_2 Indole 3 methyl acetate,170518,Smp,EtACpH2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8-Arachidonic Acid.Norm.Area,NA
1329,170518_Smp_EtACpH2_3,Indole 3 methyl acetate,7.475,Bad IRbad S/N,NA,252927,30234,2.3002,3.237622,170518_Smp_EtACpH2_3 Indole 3 methyl acetate,170518,Smp,EtACpH2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8-Arachidonic Acid.Norm.Area,NA
1330,170518_Smp_EtACpH5_1,Indole 3 methyl acetate,7.42,NA,8920836,8866730,1701013,9.759414,29.63896,170518_Smp_EtACpH5_1 Indole 3 methyl acetate,170518,Smp,EtACpH5,1,NA,9421344,7318268,12723850,10429360,8735167,13358675,11585301,11605812,10675569,13595382,5471696,D8-Arachidonic Acid.Norm.Area,11585301
1331,170518_Smp_EtACpH5_2,Indole 3 methyl acetate,7.42,Bad IR,3506878,3452772,584813,7.983604,12.58552,170518_Smp_EtACpH5_2 Indole 3 methyl acetate,170518,Smp,EtACpH5,2,NA,1934478,2854229,7332345,6015740,11714888,8102291,2929058,7892009,8975871,9024186,2289637,D8-Arachidonic Acid.Norm.Area,2929058
1332,170518_Smp_EtACpH5_3,Indole 3 methyl acetate,7.415,NA,23016828,22962722,4136703,12.23619,80.69705,170518_Smp_EtACpH5_3 Indole 3 methyl acetate,170518,Smp,EtACpH5,3,NA,13528181,18446981,27640659,25581512,59014656,34723786,22587150,32153249,32048881,32049966,12226983,D8-Arachidonic Acid.Norm.Area,22587150
1333,170518_Smp_EtACpH8_1,Indole 3 methyl acetate,7.43,NA,1253670,1199564,278414,10.68399,11.98959,170518_Smp_EtACpH8_1 Indole 3 methyl acetate,170518,Smp,EtACpH8,1,NA,1159391,1043800,1487740,1568197,1001657,1932990,2432404,3324193,2510640,1491528,728590.3,D8-Arachidonic Acid.Norm.Area,2432404
1334,170518_Smp_EtACpH8_2,Indole 3 methyl acetate,7.425,NA,2465025,2410919,506834,8.997098,22.49425,170518_Smp_EtACpH8_2 Indole 3 methyl acetate,170518,Smp,EtACpH8,2,NA,2350745,1836180,2756378,2561362,2089751,3471262,2507230,2422711,1918086,2480288,1425672,D8-Arachidonic Acid.Norm.Area,2507230
1335,170518_Smp_EtACpH8_3,Indole 3 methyl acetate,7.43,NA,25105076,25050970,5688298,12.90074,136.8551,170518_Smp_EtACpH8_3 Indole 3 methyl acetate,170518,Smp,EtACpH8,3,NA,16462646,23806759,24500153,23448099,60843757,30190503,39301730,26726443,21258244,13427205,13395352,D8-Arachidonic Acid.Norm.Area,39301730
1336,170518_Smp_SPEpH2_1,Indole 3 methyl acetate,7.43,NA,5461299,5407193,967708,12.24726,92.75261,170518_Smp_SPEpH2_1 Indole 3 methyl acetate,170518,Smp,SPEpH2,1,NA,6907395,6572305,6020398,5774400,4651326,4888414,2868347,2464562,2441388,6513154,9973196,D8-Arachidonic Acid.Norm.Area,2868347
1337,170518_Smp_SPEpH2_2,Indole 3 methyl acetate,7.43,NA,4448936,4394830,819281,12.91932,70.80256,170518_Smp_SPEpH2_2 Indole 3 methyl acetate,170518,Smp,SPEpH2,2,NA,5304015,4861868,5015972,4291090,3610048,4004618,2348112,2352903,2449010,3574247,8407539,D8-Arachidonic Acid.Norm.Area,2348112
1338,170518_Smp_SPEpH2_3,Indole 3 methyl acetate,7.435,NA,2674428,2620322,476359,12.1696,42.30837,170518_Smp_SPEpH2_3 Indole 3 methyl acetate,170518,Smp,SPEpH2,3,NA,3416234,3745501,3598417,3030870,2381163,2570299,1708426,1530632,1621240,3785215,5642150,D8-Arachidonic Acid.Norm.Area,1708426
1339,170518_Smp_SPEpH5_1,Indole 3 methyl acetate,7.41,NA,6410107,6356001,1216680,13.05646,78.06493,170518_Smp_SPEpH5_1 Indole 3 methyl acetate,170518,Smp,SPEpH5,1,NA,8941733,8284756,8233606,7050595,5574384,5665097,4114191,3643568,3625239,8091236,8881133,D8-Arachidonic Acid.Norm.Area,4114191
1340,170518_Smp_SPEpH5_2,Indole 3 methyl acetate,7.405,NA,7361988,7307882,1295116,12.48467,83.40601,170518_Smp_SPEpH5_2 Indole 3 methyl acetate,170518,Smp,SPEpH5,2,NA,9794841,8883983,8761718,7434886,5263575,6876498,3719643,3252964,3131415,5962018,9787809,D8-Arachidonic Acid.Norm.Area,3719643
1341,170518_Smp_SPEpH5_3,Indole 3 methyl acetate,7.425,NA,7310531,7256425,1374509,12.86578,73.27773,170518_Smp_SPEpH5_3 Indole 3 methyl acetate,170518,Smp,SPEpH5,3,NA,9156376,8604710,7447256,6822867,5103587,6348725,4420431,4139914,4181532,6949876,10385110,D8-Arachidonic Acid.Norm.Area,4420431
1342,170518_Smp_SPEpH8_1,Indole 3 methyl acetate,7.45,NA,9745401,9691295,3246773,13.51122,196.6554,170518_Smp_SPEpH8_1 Indole 3 methyl acetate,170518,Smp,SPEpH8,1,NA,10653538,8817558,1531998,1964418,7977952,2489655,23417011,7963358,14144672,4327428,55615529,D8-Arachidonic Acid.Norm.Area,23417011
1343,170518_Smp_SPEpH8_2,Indole 3 methyl acetate,7.425,NA,8501955,8447849,1706864,12.89165,110.3049,170518_Smp_SPEpH8_2 Indole 3 methyl acetate,170518,Smp,SPEpH8,2,NA,7962005,6326380,9955213,11180145,6437756,7988250,6677407,7187581,10323510,7252900,36981493,D8-Arachidonic Acid.Norm.Area,6677407
1344,170518_Smp_SPEpH8_3,Indole 3 methyl acetate,7.415,NA,4407028,4352922,958745,11.20534,58.16212,170518_Smp_SPEpH8_3 Indole 3 methyl acetate,170518,Smp,SPEpH8,3,NA,5486268,4281267,7176266,6622911,4563474,2090736,5013430,8187631,12412089,5429783,18128179,D8-Arachidonic Acid.Norm.Area,5013430
1345,170518_Poo_TruePoo_Full1,Kinetin,3.525,NA,357122272,355824078,16006081,4.12393,23.62945,170518_Poo_TruePoo_Full1 Kinetin,170518,Poo,TruePoo,Full1,NA,333262538,435930153,483082317,478643998,362448235,447913404,2107142472,3520577041,2644578803,335205471,381077219,D3-Pyridoxal.Norm.Area,381077219
1346,170518_Poo_TruePoo_Full2,Kinetin,3.535,NA,382860800,381562606,16760172,4.270391,74.04845,170518_Poo_TruePoo_Full2 Kinetin,170518,Poo,TruePoo,Full2,NA,380797244,291828694,473136634,429242703,381467446,374079885,360323919,428728388,366889103,242771064,426183051,D3-Pyridoxal.Norm.Area,426183051
1347,170518_Poo_TruePoo_Full3,Kinetin,3.54,NA,372135808,370837614,16884284,4.347824,65.21182,170518_Poo_TruePoo_Full3 Kinetin,170518,Poo,TruePoo,Full3,NA,318515359,283363883,379967770,389221429,375155343,336046685,468871937,608791718,511599723,414626537,442683021,D3-Pyridoxal.Norm.Area,442683021
1348,170518_Poo_TruePoo_Half1,Kinetin,3.535,NA,222914880,221616686,9437378,4.003905,80.58671,170518_Poo_TruePoo_Half1 Kinetin,170518,Poo,TruePoo,Half1,NA,289710290,483685210,519413736,584251052,260318126,594163441,1797685712,2381775073,2278186300,390674664,356695283,D3-Pyridoxal.Norm.Area,356695283
1349,170518_Poo_TruePoo_Half2,Kinetin,3.535,NA,213147696,211849502,8941350,4.245021,43.58316,170518_Poo_TruePoo_Half2 Kinetin,170518,Poo,TruePoo,Half2,NA,331559476,319298034,504245554,495072471,252762208,475761352,199271824,206032500,193689556,215362625,371288449,D3-Pyridoxal.Norm.Area,371288449
1350,170518_Poo_TruePoo_Half3,Kinetin,3.57,NA,221449904,220151710,8847488,4.268268,53.6065,170518_Poo_TruePoo_Half3 Kinetin,170518,Poo,TruePoo,Half3,NA,310335415,349217113,461055165,461898176,263192373,459625887,246186147,291744430,266613910,226219475,439965738,D3-Pyridoxal.Norm.Area,439965738
1351,170518_Smp_EtACpH2_1,Kinetin,3.48,Bad IRcomparable to blk,NA,1577783,161544,4.63268,5.077543,170518_Smp_EtACpH2_1 Kinetin,170518,Smp,EtACpH2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D3-Pyridoxal.Norm.Area,NA
1352,170518_Smp_EtACpH2_2,Kinetin,3.495,comparable to blkbad S/N,NA,-508355,43345,3.926051,2.409805,170518_Smp_EtACpH2_2 Kinetin,170518,Smp,EtACpH2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D3-Pyridoxal.Norm.Area,NA
1353,170518_Smp_EtACpH2_3,Kinetin,3.535,Bad IRcomparable to blkbad S/N,NA,-1207398,19390,13.98367,1.192381,170518_Smp_EtACpH2_3 Kinetin,170518,Smp,EtACpH2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D3-Pyridoxal.Norm.Area,NA
1354,170518_Smp_EtACpH5_1,Kinetin,3.535,NA,532648416,531350222,20659324,4.289801,49.17268,170518_Smp_EtACpH5_1 Kinetin,170518,Smp,EtACpH5,1,NA,562532922,436961692,759720117,622719902,521562399,797624482,691739255,692963924,637420654,811757869,326705938,D3-Pyridoxal.Norm.Area,326705938
1355,170518_Smp_EtACpH5_2,Kinetin,3.55,NA,427992896,426694702,14933035,4.281942,69.48964,170518_Smp_EtACpH5_2 Kinetin,170518,Smp,EtACpH5,2,NA,236091190,348341154,894867624,734184095,1429730059,988834798,357473458,963171212,1095449876,1101346470,279436168,D3-Pyridoxal.Norm.Area,279436168
1356,170518_Smp_EtACpH5_3,Kinetin,3.55,NA,618288384,616990190,22201300,4.257448,86.53095,170518_Smp_EtACpH5_3 Kinetin,170518,Smp,EtACpH5,3,NA,363400082,495531107,742495805,687182073,1585278224,932765947,606746177,863715032,860911452,860940595,328446713,D3-Pyridoxal.Norm.Area,328446713
