"X1","Replicate.Name","Compound.Name","Retention.Time","Notes","Area","Area.BlkSub","Height","IR","S.N","BlkRatio","rawArea"
4000,"170720_Poo_TruePoo_Half1","Vitamin B3",4.32,NA,41217952,41194470,1507226,0.970910985,39.23110842,0.000569703,41217952
4001,"170720_Poo_TruePoo_Half2","Vitamin B3",4.35,NA,41363604,41340122,1460900,0.99810897,34.36724406,0.000567697,41363604
4002,"170720_Poo_TruePoo_Half3","Vitamin B3",4.345,NA,41919196,41895714,1514017,1.016741829,43.1166388,0.000560173,41919196
4033,"170720_Poo_TruePoo_Full1","Thiamine monophosphate",12.15,NA,139642448,139474152,8577146,3.247126655,59.29214523,0.001205192,139642448
4034,"170720_Poo_TruePoo_Full2","Thiamine monophosphate",12.14,NA,150687344,150519048,10164575,3.423398712,54.41164769,0.001116856,150687344
4035,"170720_Poo_TruePoo_Full3","Thiamine monophosphate",12.15,NA,147947696,147779400,9267591,3.491161031,38.52363392,0.001137537,147947696
4036,"170720_Poo_TruePoo_Half1","Thiamine monophosphate",12.19,NA,32715002,32546706,2207833,3.516377569,40.76149425,0.005144307,32715002
4037,"170720_Poo_TruePoo_Half2","Thiamine monophosphate",12.195,NA,34350236,34181940,2321868,3.424958332,54.12891755,0.004899413,34350236
4038,"170720_Poo_TruePoo_Half3","Thiamine monophosphate",12.205,NA,35667280,35498984,2468212,3.678592907,374.127733,0.004718498,35667280
4069,"170720_Poo_TruePoo_Full1","Thiamine pyrophosphate",NA,NA,13814893,13784270,114989,3.739763756,81.32615054,0.002216666,13814893
4070,"170720_Poo_TruePoo_Full2","Thiamine pyrophosphate",NA,NA,14532601,14501978,126024,3.92758245,194.6260209,0.002107193,14532601
4071,"170720_Poo_TruePoo_Full3","Thiamine pyrophosphate",NA,NA,13623471,13592848,110300,3.970925483,11.17515251,0.002247812,13623471
4072,"170720_Poo_TruePoo_Half1","Thiamine pyrophosphate",NA,NA,3905917,3875294,49432,8.0166432,13.26547819,0.007840156,3905917
4073,"170720_Poo_TruePoo_Half2","Thiamine pyrophosphate",NA,NA,4676969,4646346,52857,5.847929079,Inf,0.006547617,4676969
4074,"170720_Poo_TruePoo_Half3","Thiamine pyrophosphate",NA,NA,4093104,4062481,41350,5.538668886,20.3212207,0.007481608,4093104
4105,"170720_Poo_TruePoo_Full1","Choline",NA,NA,448474880,446461323,32582944,3.01387441,57.59593902,0.004489788,448474880
4106,"170720_Poo_TruePoo_Full2","Choline",NA,NA,455466816,453453259,32324294,2.963218079,52.94990774,0.004420864,455466816
4107,"170720_Poo_TruePoo_Full3","Choline",NA,NA,453766816,451753259,31453220,3.035151254,65.04309973,0.004437427,453766816
4108,"170720_Poo_TruePoo_Half1","Choline",NA,NA,234144768,232131211,16727369,2.921116636,36.6649259,0.008599624,234144768
4109,"170720_Poo_TruePoo_Half2","Choline",NA,NA,237838768,235825211,16628235,2.959904781,63.54929899,0.008466059,237838768
4110,"170720_Poo_TruePoo_Half3","Choline",NA,NA,245889120,243875563,18490414,3.036081355,60.70537409,0.008188882,245889120
4141,"170720_Poo_TruePoo_Full1","Sucrose",11.845,NA,540540,540540,50934,1.575169817,Inf,0,540540
4142,"170720_Poo_TruePoo_Full2","Sucrose",11.85,NA,468499,468499,49062,0.96365065,Inf,0,468499
4143,"170720_Poo_TruePoo_Full3","Sucrose",11.885,NA,474232,474232,39401,1.084891244,311.768021,0,474232
4144,"170720_Poo_TruePoo_Half1","Sucrose",11.87,NA,333154,333154,36548,1.420614548,Inf,0,333154
4145,"170720_Poo_TruePoo_Half2","Sucrose",11.805,NA,315797,315797,26910,0.918831868,Inf,0,315797
4146,"170720_Poo_TruePoo_Half3","Sucrose",11.83,NA,288931,288931,28299,0.897967746,Inf,0,288931
4177,"170720_Poo_TruePoo_Full1","Methionine Sulfoxide",NA,"Bad RT",96455872,96419582,9206409,6.22729368,106.4648942,0.000376234,96455872
4178,"170720_Poo_TruePoo_Full2","Methionine Sulfoxide",NA,"Bad RT",93468472,93432182,8726584,5.980918083,56.82320233,0.000388259,93468472
4179,"170720_Poo_TruePoo_Full3","Methionine Sulfoxide",NA,"Bad RT",102045648,102009358,9241594,5.80832099,60.05005957,0.000355625,102045648
4180,"170720_Poo_TruePoo_Half1","Methionine Sulfoxide",10.185,NA,42350320,42314030,3639487,5.368393899,66.89961239,0.0008569,42350320
4181,"170720_Poo_TruePoo_Half2","Methionine Sulfoxide",10.16,NA,43092832,43056542,3865617,6.011225145,73.43174484,0.000842135,43092832
4182,"170720_Poo_TruePoo_Half3","Methionine Sulfoxide",NA,"Bad RT",41515168,41478878,3699237,6.349261659,306.8613149,0.000874138,41515168
4213,"170720_Poo_TruePoo_Full1","Cys-Gly oxidized",NA,NA,40105436,40092037,1409336,1.693304921,41.7884384,0.000334094,40105436
4214,"170720_Poo_TruePoo_Full2","Cys-Gly oxidized",NA,NA,43013348,42999949,1672674,1.718826781,41.76275478,0.000311508,43013348
4215,"170720_Poo_TruePoo_Full3","Cys-Gly oxidized",NA,NA,38653492,38640093,1517984,1.661356051,45.96019318,0.000346644,38653492
4216,"170720_Poo_TruePoo_Half1","Cys-Gly oxidized",NA,NA,10417311,10403912,447587,1.951681905,29.7427221,0.001286224,10417311
