"","Replicate.Name","Compound.Name","Retention.Time","Notes","Area","Area.BlkSub","Height","IR","Run.Cmpd","runDate","type","SampID","replicate","inj.vol.Norm.Area","13C Acetyl CoA.Norm.Area","13C-Isethionic Acid.Norm.Area","13C-Sulfoacetic Acid.Norm.Area","13C-Sulfolactic Acid.Norm.Area","d3-Cysteic Acid.Norm.Area","d4 Succinic Acid.Norm.Area","d4 Taurine.Norm.Area","D-Methionine.Norm.Area","Heavy Alanine.Norm.Area","Heavy Histidine.Norm.Area","Heavy Isoleucine.Norm.Area","Heavy Proline.Norm.Area","Heavy Valine.Norm.Area","15N GMP.Norm.Area","15N AMP.Norm.Area","PooModel.IS","SmpModel.IS","PooPlusModel.IS","PooModel","SmpModel","PooPlusModel"
"1","170516_Smp_EtACpH2_1","Alanine",11.16,"comparable to blk",372255,-146511,14008,NA,"170516_Smp_EtACpH2_1 Alanine","170516","Smp","EtACpH2","1",372255,683814.110803913,272475.184225743,292092.520253245,436328.00053378,414224.674509577,318961.528066759,285583.474519988,378827.680480476,362300.711516737,288943.102151268,630373.491383843,357056.750096471,335189.914364608,365674.441596468,334089.979149038,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,372255,372255
"2","170516_Smp_EtACpH2_2","Alanine",11.25,"comparable to blk",372255,-330215,7364,NA,"170516_Smp_EtACpH2_2 Alanine","170516","Smp","EtACpH2","2",372255,1514313.42228244,539134.566555545,428744.083604789,767852.868162064,786034.702670533,487568.273759651,497416.01398611,10410014.0997157,591191.352625467,443018.6701819,1023511.04055526,582293.816955482,527533.401221264,453896.909439325,517342.213381722,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,372255,372255
"3","170516_Smp_EtACpH2_3","Alanine",11.27,"comparable to blk",372255,-185895,24641,NA,"170516_Smp_EtACpH2_3 Alanine","170516","Smp","EtACpH2","3",372255,1229278.63929116,330409.31120933,326353.35871343,449003.019306361,404327.250059358,562347.760493489,325988.933995831,993791175.87667,558159.252146199,441546.295419575,953674.989371715,546693.783445581,495779.066302993,464416.837361545,539451.865906176,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,372255,372255
"4","170516_Smp_EtACpH5_1","Alanine",11.27,"comparable to blk",372255,-252286,8849,NA,"170516_Smp_EtACpH5_1 Alanine","170516","Smp","EtACpH5","1",372255,1280112.93177193,290508.5805246,342167.947829548,422718.485314506,394138.814583777,1124023.5564286,278129.447884621,2032917.96929372,1004518.15039802,782596.789776886,1664889.24104392,887343.495189478,878660.920054675,1222081.19529684,1009752.108904,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,372255,372255
"5","170516_Smp_EtACpH5_2","Alanine",11.27,"comparable to blk",372255,-302068,9975,NA,"170516_Smp_EtACpH5_2 Alanine","170516","Smp","EtACpH5","2",372255,466380.075885404,358747.201021114,379465.295561524,531419.07325923,584623.56618218,591773.505882823,320073.662344675,402428.53362244,433455.584447584,357548.643024918,716266.256206415,405270.380169502,399705.036791179,372758.281436712,432745.511811429,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,372255,372255
"6","170516_Smp_EtACpH5_3","Alanine",11.28,"comparable to blk",372255,-173429,15619,NA,"170516_Smp_EtACpH5_3 Alanine","170516","Smp","EtACpH5","3",372255,440587.632488706,344359.953780664,380922.901471518,498304.960485189,459954.028088548,440650.973823476,305156.320837926,424080.696122124,443319.23972136,340914.832368819,742190.803171467,392426.068801574,377065.301707668,442939.193188115,427070.520754759,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,372255,372255
"7","170516_Smp_EtACpH8_1","Alanine",11.38,"comparable to blk",372255,-297216,8243,NA,"170516_Smp_EtACpH8_1 Alanine","170516","Smp","EtACpH8","1",372255,2574697.49758459,519051.215688525,524817.693461521,912261.755465086,756796.581388597,1596469.04227613,364445.709649389,1643085.31388131,1813344.32635086,1583040.11464723,2725638.74359445,1431820.29357691,1416049.81098887,1882950.74728672,2087019.5776238,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,372255,372255
"8","170516_Smp_EtACpH8_2","Alanine",10.93,"comparable to blk",372255,-20758,23125,NA,"170516_Smp_EtACpH8_2 Alanine","170516","Smp","EtACpH8","2",372255,360397.159874206,367874.964260685,391204.547427151,573974.762409715,479039.083621971,353706.789073433,296962.341020051,294392.495377669,285167.315326816,245849.245347621,496901.094092099,275205.701922922,275644.031232585,294770.694704298,345045.590307612,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,372255,372255
"9","170516_Smp_EtACpH8_3","Alanine",11.39,"comparable to blk",372255,-288401,7762,NA,"170516_Smp_EtACpH8_3 Alanine","170516","Smp","EtACpH8","3",372255,370891.8288875,358812.301446502,359813.948983244,517525.852145606,431116.02128102,366584.728877509,293103.045224726,285082.804627205,314642.86755094,253987.988733977,518970.559055192,283946.581567307,271226.690498758,309279.56455777,351960.48790691,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,372255,372255
"10","170516_Smp_SPEpH2_1","Alanine",11.29,"comparable to blk",372255,-214212,15253,NA,"170516_Smp_SPEpH2_1 Alanine","170516","Smp","SPEpH2","1",372255,247743.655862051,265176.22761591,256543.041477261,203318.713791337,231997.83928383,238420.59164616,415805.769440158,197443.099233784,262745.188085668,358605.004947449,249762.291255727,265145.242260934,241213.001680855,249132.857666293,235309.295810485,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,372255,372255
"11","170516_Smp_SPEpH2_2","Alanine",11.27,"comparable to blk",372255,-306086,11466,NA,"170516_Smp_SPEpH2_2 Alanine","170516","Smp","SPEpH2","2",372255,200690.903285851,259214.365175308,280639.497537571,210127.48298217,214779.543383705,255741.266336114,442874.208142292,205336.218010468,273337.105733355,358605.004947449,231676.177564225,253746.353366406,232787.961674769,256355.3493302,239195.614576922,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,372255,372255
"12","170516_Smp_SPEpH2_3","Alanine",11.05,"comparable to blk",372255,-99044,21312,NA,"170516_Smp_SPEpH2_3 Alanine","170516","Smp","SPEpH2","3",372255,240848.733747549,289893.657883067,295283.653054801,197574.676034848,228221.952054437,225973.031041738,413316.08393151,202304.975561945,262540.958185327,358605.004947449,223630.18082083,276818.027839136,367987.180898267,270254.13646231,233853.23279834,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,372255,372255
"13","170516_Smp_SPEpH5_1","Alanine",11.03,"comparable to blk",372255,25669,38486,NA,"170516_Smp_SPEpH5_1 Alanine","170516","Smp","SPEpH5","1",372255,266929.079101485,332611.107212971,301946.595062811,226220.097919165,242422.282840335,257282.20464149,447668.615282994,191617.938429448,272843.720262879,358605.004947449,344146.682713154,280480.661693985,514145.819070144,272266.305630487,260072.07415278,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,372255,372255
"14","170516_Smp_SPEpH5_2","Alanine",11.17,"comparable to blk",372255,-160550,15872,NA,"170516_Smp_SPEpH5_2 Alanine","170516","Smp","SPEpH5","2",372255,252006.785691066,306521.271352154,266822.616922769,229563.494072096,228098.508681801,247220.162619967,412727.652208196,188218.025734218,246247.137108611,358605.004947449,343229.172090859,240387.226336691,204402.132685485,259268.977123315,249766.948049561,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,372255,372255
"15","170516_Smp_SPEpH5_3","Alanine",11.04,"comparable to blk",372255,-7492,26424,NA,"170516_Smp_SPEpH5_3 Alanine","170516","Smp","SPEpH5","3",372255,267458.82455645,292735.980668703,271791.735389682,242174.242234023,205152.38953723,253794.366886301,420194.702824409,193871.688295351,256808.940866365,358605.004947449,321839.700833478,239097.718754367,217466.402383154,265439.147531729,252419.486406958,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,372255,372255
"16","170516_Smp_SPEpH8_1","Alanine",11.07,"comparable to blk",372255,550175,44017,NA,"170516_Smp_SPEpH8_1 Alanine","170516","Smp","SPEpH8","1",372255,183741.459825722,213740.557700276,232687.876742248,186743.219494517,204018.301915022,176093.871764488,208467.064701497,150348.571403584,153354.072933705,358605.004947449,295774.25770262,148875.250069695,132760.460809191,151693.987398824,179792.53474429,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,372255,372255
"17","170516_Smp_SPEpH8_2","Alanine",11.08,"comparable to blkbad S/N",372255,-217581,23997,NA,"170516_Smp_SPEpH8_2 Alanine","170516","Smp","SPEpH8","2",372255,242299.46601102,286477.979328324,273046.479474367,298035.385329533,288647.361788639,215045.95427706,222636.056050089,598811.807762017,248474.459918417,231231.605798748,560160.326996184,281327.694437547,525066.825836681,237359.429185446,234746.749895218,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,372255,372255
"18","170516_Smp_SPEpH8_3","Alanine",10.9,NA,1908867,1536612,92397,NA,"170516_Smp_SPEpH8_3 Alanine","170516","Smp","SPEpH8","3",1908867,1620669.31294491,1740097.64440614,2541366.17874445,1314397.10934915,1282168.72209887,1313756.6083694,1191403.03431105,3414666.90773947,1464214.02949354,1295496.77246738,4608188.00405294,6993602.32665888,4318321.09073905,2103644.94928975,1484767.32137395,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,1908867,1908867
"19","170516_Smp_EtACpH2_1","Arginine",18.37,"comparable to blk",146865904,-125233556,234490,3.492825711,"170516_Smp_EtACpH2_1 Arginine","170516","Smp","EtACpH2","1",146865904,269785436.196083,107499736.06501,115239370.965148,172144648.799629,163424215.338826,125840010.639873,112671354.724151,149459026.081552,142938634.851779,113996829.866651,248701488.683092,140869732.796659,132242601.939103,144269673.838526,131808644.088231,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,146865904,146865904
"20","170516_Smp_EtACpH2_2","Arginine",NA,"Bad RT",146865904,-125800138,172334,3.397778725,"170516_Smp_EtACpH2_2 Arginine","170516","Smp","EtACpH2","2",146865904,597442639.327461,212704961.638738,169152563.224857,302941278.482799,310114564.433195,192360492.907901,196245725.532623,4107066745.66492,233242944.863929,174784321.191502,403806192.596821,229732596.797296,208127949.552204,179076116.983284,204107216.412587,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,146865904,146865904
"21","170516_Smp_EtACpH2_3","Arginine",NA,"Bad RT",146865904,-126492468,172963,3.500270422,"170516_Smp_EtACpH2_3 Arginine","170516","Smp","EtACpH2","3",146865904,484987760.076793,130356508.7931,128756312.342035,177145328.68372,159519380.778772,221863271.701527,128612535.722271,392080803299.755,220210777.940969,174203424.62733,376253749.274737,215687302.297929,195599899.952626,183226548.07034,212830145.869894,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,146865904,146865904
"22","170516_Smp_EtACpH5_1","Arginine",NA,"Bad RT",146865904,-125602540,215604,3.502528554,"170516_Smp_EtACpH5_1 Arginine","170516","Smp","EtACpH5","1",146865904,505043432.450268,114614458.633201,134995648.084811,166775281.683861,155499733.530335,443461432.975194,109730514.81537,802047884.697764,396312920.558794,308758203.376933,656849373.267756,350083960.133571,346658420.527062,482148149.813086,398377876.160408,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,146865904,146865904
"23","170516_Smp_EtACpH5_2","Arginine",NA,"Bad RT",146865904,-128809770,183246,3.341413043,"170516_Smp_EtACpH5_2 Arginine","170516","Smp","EtACpH5","2",146865904,184001105.29744,141536667.030491,149710584.597307,209660965.190687,230651753.628694,233472622.005695,126278781.391362,158770279.474699,171011393.40974,141063799.497194,282588793.226285,159891474.252912,157695777.254005,147064463.812949,170731248.187743,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,146865904,146865904
"24","170516_Smp_EtACpH5_3","Arginine",NA,"Bad RTbad S/N",146865904,-127807128,184070,3.674502252,"170516_Smp_EtACpH5_3 Arginine","170516","Smp","EtACpH5","3",146865904,173825202.983636,135860461.010317,150285654.400659,196596441.926479,181465834.26325,173850193.064069,120393437.082581,167312715.221891,174902905.004017,134501255.974682,292816814.410185,154824003.298033,148763714.126954,174752965.103499,168492291.8494,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,146865904,146865904
"25","170516_Smp_EtACpH8_1","Arginine",NA,"Bad RT",146865904,-105960708,378293,3.622852139,"170516_Smp_EtACpH8_1 Arginine","170516","Smp","EtACpH8","1",146865904,1015796364.0765,204781469.730143,207056520.356802,359914970.654543,298579237.538101,629855526.727372,143784901.765132,648247061.751494,715419413.447209,624557406.900995,1075347270.1654,564896594.489578,558674660.111778,742881260.662018,823392612.411971,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,146865904,146865904
"26","170516_Smp_EtACpH8_2","Arginine",NA,"Bad RT",146865904,-114323954,268253,3.793940738,"170516_Smp_EtACpH8_2 Arginine","170516","Smp","EtACpH8","2",146865904,142187625.912232,145137846.866028,154342076.014558,226450477.104372,188995468.34152,139548071.424714,117160663.168705,116146781.008871,112507167.282443,96994994.4680291,196042573.994776,108577008.230553,108749942.45659,116295992.130273,136130965.445034,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,146865904,146865904
"27","170516_Smp_EtACpH8_3","Arginine",NA,"Bad RT",146865904,-113981158,271975,3.806504456,"170516_Smp_EtACpH8_3 Arginine","170516","Smp","EtACpH8","3",146865904,146328091.592527,141562351.125602,141957531.501885,204179667.482599,170088364.680985,144628809.81905,115638053.759069,112473825.244604,124136167.89572,100205975.931975,204749648.238509,112025550.736974,107007167.369218,122020181.965328,138859102.574121,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,146865904,146865904
"28","170516_Smp_SPEpH2_1","Arginine",18.345,"comparable to blk",146865904,-127225518,379031,3.552091189,"170516_Smp_SPEpH2_1 Arginine","170516","Smp","SPEpH2","1",146865904,97742396.9548967,104620075.991243,101214021.84381,80215407.9893674,91530194.0671484,94064164.9523262,164048005.311532,77897299.5863894,103660957.058607,141480566.36051,98538809.9297084,104607851.327587,95165855.5248749,98290479.2608923,92836664.2457733,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,146865904,146865904
"29","170516_Smp_SPEpH2_2","Arginine",18.315,"comparable to blk",146865904,-127837008,450837,3.440397308,"170516_Smp_SPEpH2_2 Arginine","170516","Smp","SPEpH2","2",146865904,79178656.9304728,102267940.178796,110720805.64119,82901674.2378775,84737053.3632996,100897697.198313,174727326.529131,81011374.6814643,107839790.278902,141480566.36051,91403288.7489339,100110643.440278,91841921.3487589,101139971.591021,94369935.038281,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,146865904,146865904
"30","170516_Smp_SPEpH2_3","Arginine",18.26,"comparable to blk",146865904,-27114360,4186079,3.402470568,"170516_Smp_SPEpH2_3 Arginine","170516","Smp","SPEpH2","3",146865904,95022140.7612767,114371852.974072,116498369.779629,77949210.6307909,90040491.8701417,89153224.2241605,163065748.75916,79815457.467604,103580382.159848,141480566.36051,88228898.6526298,109213119.77567,145182119.737909,106623465.262459,92262203.1624845,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,146865904,146865904
"31","170516_Smp_SPEpH5_1","Arginine",18.205,"comparable to blk",146865904,-94202872,922016,3.681980755,"170516_Smp_SPEpH5_1 Arginine","170516","Smp","SPEpH5","1",146865904,105311629.141656,131225184.19168,119127102.775306,89250699.6114671,95642953.6717828,101505644.162699,176618865.766652,75599096.7214873,107645134.725204,141480566.36051,135776319.096503,110658140.076575,202846141.772594,107417327.114912,102606332.421601,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,146865904,146865904
"32","170516_Smp_SPEpH5_2","Arginine",18.26,"comparable to blk",146865904,-117072474,390769,3.710006987,"170516_Smp_SPEpH5_2 Arginine","170516","Smp","SPEpH5","2",146865904,99424331.1564726,120931951.518081,105269626.578577,90569770.9427596,89991789.7102916,97535862.9708358,162833594.571878,74257727.8976808,97151974.8529047,141480566.36051,135414333.28846,94840062.07033,80642849.6497878,102289486.251013,98540647.176317,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,146865904,146865904
"33","170516_Smp_SPEpH5_3","Arginine",18.245,"comparable to blk",146865904,-24901024,3331276,3.461767056,"170516_Smp_SPEpH5_3 Arginine","170516","Smp","SPEpH5","3",146865904,105520629.813597,115493235.642867,107230094.740795,95545094.1188559,80938848.7653503,100129586.232191,165779572.83668,76488269.4967238,101318927.228973,141480566.36051,126975537.215076,94331312.1628935,85797100.8465426,104723805.8837,99587154.1238494,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,146865904,146865904
"34","170516_Smp_SPEpH8_1","Arginine",18.21,"comparable to blk",356131712,209265808,9427292,3.417884372,"170516_Smp_SPEpH8_1 Arginine","170516","Smp","SPEpH8","1",356131712,175783161.147905,204482923.634697,222609587.261049,178654907.154972,195181762.878482,168466809.107186,199437838.70669,143836601.605654,146711927.404745,343072932.112943,282963540.479411,142427093.475571,127010275.735413,145123744.29477,172005273.813121,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,356131712,356131712
"35","170516_Smp_SPEpH8_2","Arginine",18.23,"comparable to blk",146865904,-92007300,880356,3.535330977,"170516_Smp_SPEpH8_2 Arginine","170516","Smp","SPEpH8","2",146865904,95594498.7023028,113024264.039832,107725129.392541,117584011.740367,113880151.311073,84842160.5524255,87836686.2360235,236249445.871359,98030721.3518422,91227891.6844766,221000262.747929,110992320.220833,207154810.645699,93645504.1308902,92614722.7959951,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,146865904,146865904
"36","170516_Smp_SPEpH8_3","Arginine",18.145,"comparable to blk",146865904,-87488816,872868,3.333127206,"170516_Smp_SPEpH8_3 Arginine","170516","Smp","SPEpH8","3",146865904,124692324.677787,133880995.163088,195529621.097923,101128114.048569,98648501.153603,101078834.682639,91665099.5917661,262720316.430659,112654845.566009,99673945.1294955,354548377.135333,538079252.206288,332246369.576119,161851882.38493,114236190.831129,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,146865904,146865904
"37","170516_Smp_EtACpH2_1","Cystine",13.03,"No second tracecomparable to blk",44478,-23420,2592,NA,"170516_Smp_EtACpH2_1 Cystine","170516","Smp","EtACpH2","1",44478,81703.8965771754,32556.0469140579,34899.9774773309,52133.6095089158,49492.6463656283,38110.356732222,34122.2596867739,45263.3210364148,43288.6356041999,34523.6767739429,75318.6717432152,42662.0733926766,40049.366727402,43691.7376887556,39917.9435940173,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,44478,44478
"38","170516_Smp_EtACpH2_2","Cystine",13.13,"No second tracetoo small",44478,-44160,85,NA,"170516_Smp_EtACpH2_2 Cystine","170516","Smp","EtACpH2","2",44478,180934.124179066,64417.2066224967,51227.4632995496,91745.0668765021,93917.4799677102,58255.9312306933,59432.5649623892,1243815.68313966,70637.0874322052,52933.0281993541,122291.773278578,69573.9866235402,63031.0690777005,54232.7886476804,61813.3993278593,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,44478,44478
"39","170516_Smp_EtACpH2_3","Cystine",NA,"Bad RTBad IR",44478,-9965,5910,2.699702753,"170516_Smp_EtACpH2_3 Cystine","170516","Smp","EtACpH2","3",44478,146877.423589723,39478.1677720073,38993.5519707081,53648.0538682042,48310.0762330664,67190.7796838979,38950.0095533077,118740766.196942,66690.3257631426,52757.1050158409,113947.57942076,65320.4016066744,59236.978176316,55489.7371215075,64455.1183779262,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,44478,44478
"40","170516_Smp_EtACpH5_1","Cystine",13.15,"No second tracecomparable to blk",44478,-34520,2999,NA,"170516_Smp_EtACpH5_1 Cystine","170516","Smp","EtACpH5","1",44478,152951.237671359,34710.7242201533,40883.1203974766,50507.5090725943,47092.7353428624,134301.271286701,33231.6331090574,242898.350427116,120022.453139389,93506.7091528558,198925.316417916,106022.119189904,104984.702427615,146017.454176338,120647.820176578,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,44478,44478
"41","170516_Smp_EtACpH5_2","Cystine",NA,"Bad RTBad IR",44478,-15663,7499,1.647136161,"170516_Smp_EtACpH5_2 Cystine","170516","Smp","EtACpH5","2",44478,55724.309989741,42864.0528858366,45339.5049522114,63495.3393249897,69852.3511481403,70706.6446244005,38243.2374414486,48083.2126323592,51790.4057301034,42720.8460449485,85581.3636984028,48422.7638827661,47757.8021152115,44538.1333809944,51705.5643963109,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,44478,44478
"42","170516_Smp_EtACpH5_3","Cystine",13.01,"No second tracecomparable to blk",44478,-13419,4581,NA,"170516_Smp_EtACpH5_3 Cystine","170516","Smp","EtACpH5","3",44478,52642.5614641379,41145.026995625,45513.6635146612,59538.778612672,54956.5090094758,52650.1296523097,36460.874503309,50670.269578971,52968.9410332344,40733.3948881824,88678.896303503,46888.0920018708,45052.7474160284,52923.5320804851,51027.5016376682,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,44478,44478
"43","170516_Smp_EtACpH8_1","Cystine",12.995,"Bad IRcomparable to blk",44478,-8566,6697,25.29014085,"170516_Smp_EtACpH8_1 Cystine","170516","Smp","EtACpH8","1",44478,307631.583988308,62017.5953886293,62706.5892191685,108999.418032199,90424.0328457698,190750.292305967,43544.9255853798,196320.126232859,216663.117882725,189145.76894677,325666.438429554,171077.629629457,169193.331165903,224979.874918587,249362.551943027,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,44478,44478
"44","170516_Smp_EtACpH8_2","Cystine",NA,"Bad RTBad IR",44478,-12743,5862,4.171267087,"170516_Smp_EtACpH8_2 Cystine","170516","Smp","EtACpH8","2",44478,43061.1942804931,43954.6618860371,46742.1414365551,68580.0042510088,57236.8413086138,42261.8112971166,35481.8363860522,35174.7845143999,34072.5358990642,29374.7101706397,59371.0409881087,32882.2963026091,32934.6690337615,35219.9727580765,41226.9486392445,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,44478,44478
"45","170516_Smp_EtACpH8_3","Cystine",13,"comparable to blk",44478,-14541,3286,1.290054296,"170516_Smp_EtACpH8_3 Cystine","170516","Smp","EtACpH8","3",44478,44315.124753887,42871.8312547515,42991.5107194712,61835.3409671656,51510.8686103268,43800.5011914249,35020.7176411475,34062.4383398714,37594.351890319,30347.148494741,62007.9583233451,33926.6794400362,32406.8736215867,36953.5304358585,42053.1586711354,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,44478,44478
"46","170516_Smp_SPEpH2_1","Cystine",13.185,"Bad IRtoo small",44478,-44060,80,0.058535219,"170516_Smp_SPEpH2_1 Cystine","170516","Smp","SPEpH2","1",44478,29601.0592884779,31683.9485081475,30652.4328721592,24293.0511397055,27719.7079842209,28487.1152173588,49681.5597189006,23591.0173610032,31393.481553436,42847.0629274358,29842.2511194536,31680.2462969787,28820.7596641041,29767.0447496511,28115.3694619515,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,44478,44478
"47","170516_Smp_SPEpH2_2","Cystine",13.12,"No second tracecomparable to blk",44478,7198,11207,NA,"170516_Smp_SPEpH2_2 Cystine","170516","Smp","SPEpH2","2",44478,23979.0734747635,30971.6096070365,33531.5403996617,25106.5806720688,25662.4210033994,30556.6346834769,52915.767497422,24534.1078149913,32659.0315477513,42847.0629274358,27681.2750015489,30318.2772696969,27814.113871863,30630.0069240403,28579.7169820482,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,44478,44478
"48","170516_Smp_SPEpH2_3","Cystine",13.05,"No second tracetoo small",44478,-42431,630,NA,"170516_Smp_SPEpH2_3 Cystine","170516","Smp","SPEpH2","3",44478,28777.2359797007,34637.251656319,35281.2623620138,23606.7385009683,27268.5551126976,26999.8481542878,49384.0855894634,24171.9270474384,31369.0796313468,42847.0629274358,26719.9182886701,33074.9412156428,43968.0698230866,32290.6703242955,27941.395248968,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,44478,44478
"49","170516_Smp_SPEpH5_1","Cystine",13.19,"No second tracecomparable to blk",44478,20081,5378,NA,"170516_Smp_SPEpH5_1 Cystine","170516","Smp","SPEpH5","1",44478,31893.3837833631,39741.2441112101,36077.3680815669,27029.3683503207,28965.2477365581,30740.7500182514,53488.6157890612,22895.011928557,32600.0805626582,42847.0629274358,41119.5448112602,33512.5622780757,61431.4857842121,32531.0895537543,31074.0909166226,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,44478,44478
"50","170516_Smp_SPEpH5_2","Cystine",12.42,"No second tracecomparable to blk",44478,65465,5885,NA,"170516_Smp_SPEpH5_2 Cystine","170516","Smp","SPEpH5","2",44478,30110.4291788351,36623.9623569894,31880.6634040938,27428.846058048,27253.8057760115,29538.5109481697,49313.7782297515,22488.7814766935,29422.2513178246,42847.0629274358,41009.9182449053,28722.0938684593,24422.5008598542,30978.1347852703,29842.8075253479,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,44478,44478
"51","170516_Smp_SPEpH5_3","Cystine",13.07,"No second tracecomparable to blk",44478,2430,7193,NA,"170516_Smp_SPEpH5_3 Cystine","170516","Smp","SPEpH5","3",44478,31956.6791544016,34976.8598089551,32474.3866614613,28935.6111968539,24512.1435087156,30324.0140505,50205.9609467275,23164.295850964,30684.2032258913,42847.0629274358,38454.248334264,28568.0201333945,25983.4539366777,31715.362866627,30159.7397386433,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,44478,44478
"52","170516_Smp_SPEpH8_1","Cystine",12.71,NA,450292,405814,27674,0.944400401,"170516_Smp_SPEpH8_1 Cystine","170516","Smp","SPEpH8","1",450292,222259.766632668,258547.670838465,281466.976653155,225890.794731098,246787.307641049,213008.990354931,252168.67872444,181866.620769265,185502.175147316,433780.513056364,357778.356367082,180084.442396699,160591.458593417,183494.080600103,217483.015822691,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,450292,450292
"53","170516_Smp_SPEpH8_2","Cystine",12.715,NA,252566,208088,13675,1.27634651,"170516_Smp_SPEpH8_2 Cystine","170516","Smp","SPEpH8","2",252566,164394.318229545,194368.369335637,185255.422049195,202209.789341013,195840.24278387,145903.470706747,151053.170897226,406279.305957533,168583.902012746,156885.043183212,380055.212550854,190874.025797675,356245.12211862,161042.622910777,159269.983301865,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,252566,252566
"54","170516_Smp_SPEpH8_3","Cystine",12.695,NA,376072,331594,28002,1.372435387,"170516_Smp_SPEpH8_3 Cystine","170516","Smp","SPEpH8","3",376072,319293.250843468,342822.208842788,500682.688512497,258953.58330735,252604.165537549,258827.3961584,234722.126748184,672734.461503813,288469.494469596,255229.967418031,907873.874429281,1377831.98839482,850766.265662519,414445.827482635,292518.764316082,NA,"inj.vol.Norm.Area","inj.vol.Norm.Area",NA,376072,376072
"55","170516_Smp_EtACpH2_1","Glutamine",11.61,"No second tracecomparable to blkbad S/N",296223,-124477,20833,NA,"170516_Smp_EtACpH2_1 Glutamine","170516","Smp","EtACpH2","1",296223,544147.069467616,216822.921107581,232433.473363627,347209.276711173,329620.490677762,253814.564555263,227253.881271533,301453.229627454,288301.845959416,229927.314740044,501621.540981844,284128.948392437,266728.350197653,290986.501492339,265853.07354761,"D-Methionine.Norm.Area","inj.vol.Norm.Area","D-Methionine.Norm.Area",301453.229627454,296223,301453.229627454
