"","Replicate.Name","Compound.Name","Retention.Time","Notes","Area","Area.BlkSub","Height","IR","Run.Cmpd","runDate","type","SampID","replicate","inj.vol.Norm.Area","d4-Tryptamine.Norm.Area","d-IAA.Norm.Area","D-Phenylalanine.Norm.Area","D-Tryptophan.Norm.Area","Vitamin B2_IS.Norm.Area","D8-Arachidonic Acid.Norm.Area","D5-EPA.Norm.Area","D5-DHA.Norm.Area","D6-Tocopherol.Norm.Area","D3-Pyridoxal.Norm.Area","PooModel.IS","SmpModel.IS","PooPlusModel.IS","PooModel","SmpModel","PooPlusModel"
"1","170724_Smp_SPEpH8-nospike_1","Phenylalanine",1.37,NA,29979102,29769380,5822953,5.370517128,"170724_Smp_SPEpH8-nospike_1 Phenylalanine","170724","Smp","SPEpH8-nospike","1",29979102,41359849.3496172,49671147.0563677,26145955.0706103,28139586.8380056,31978014.1416843,61850012.879086,54079639.8501869,67394965.2153596,31669419.0702188,28732061.4796503,"D-Tryptophan.Norm.Area","D-Phenylalanine.Norm.Area","D-Phenylalanine.Norm.Area",28139586.8380056,26145955.0706103,26145955.0706103
"2","170724_Smp_SPEpH8-nospike_2","Phenylalanine",1.38,NA,63343640,63133918,11653880,5.205508384,"170724_Smp_SPEpH8-nospike_2 Phenylalanine","170724","Smp","SPEpH8-nospike","2",63343640,93185821.8356542,66660156.899258,49057914.2628081,49438066.3915068,42357358.6829353,72486193.596275,57216168.3722554,62737553.6646714,172519187.483582,61984454.1135456,"D-Tryptophan.Norm.Area","D-Phenylalanine.Norm.Area","D-Phenylalanine.Norm.Area",49438066.3915068,49057914.2628081,49057914.2628081
"3","170724_Smp_SPEpH8-nospike_3","Phenylalanine",1.375,NA,45707192,45497470,8626859,5.139718408,"170724_Smp_SPEpH8-nospike_3 Phenylalanine","170724","Smp","SPEpH8-nospike","3",45707192,65337574.7297324,43652947.778001,36597960.6006078,40535134.2152862,33707044.0659242,35792555.8353877,37512788.0029733,39630121.3108448,78344676.6429972,49328409.5451627,"D-Tryptophan.Norm.Area","D-Phenylalanine.Norm.Area","D-Phenylalanine.Norm.Area",40535134.2152862,36597960.6006078,36597960.6006078
"4","170724_Smp_SPEpH8-spikeafter1_a","Phenylalanine",1.4,NA,367058944,366849222,76640136,5.349931724,"170724_Smp_SPEpH8-spikeafter1_a Phenylalanine","170724","Smp","SPEpH8-spikeafter1","a",367058944,356430714.442555,288786428.198235,322424994.831002,371907305.151681,368370888.378203,399470244.501943,795709703.191252,762793830.956288,892497446.7971,434404001.671462,"D-Tryptophan.Norm.Area","D-Phenylalanine.Norm.Area","D-Phenylalanine.Norm.Area",371907305.151681,322424994.831002,322424994.831002
"5","170724_Smp_SPEpH8-spikeafter1_b","Phenylalanine",1.4,NA,352999744,352790022,75277224,5.228122616,"170724_Smp_SPEpH8-spikeafter1_b Phenylalanine","170724","Smp","SPEpH8-spikeafter1","b",352999744,293771757.180894,254432425.435159,341322882.824413,372185080.360332,363198467.795246,351511617.099583,832729316.109226,707094368.60325,443233642.277957,441213355.681019,"D-Tryptophan.Norm.Area","D-Phenylalanine.Norm.Area","D-Phenylalanine.Norm.Area",372185080.360332,341322882.824413,341322882.824413
"6","170724_Smp_SPEpH8-spikeafter1_c","Phenylalanine",1.405,NA,350523648,350313926,75577752,5.100665472,"170724_Smp_SPEpH8-spikeafter1_c Phenylalanine","170724","Smp","SPEpH8-spikeafter1","c",350523648,253082283.701009,233969762.203677,331959225.839944,344320074.12807,384733718.817676,360314173.473906,898279125.778629,785520568.45267,313475326.004954,448484502.776257,"D-Tryptophan.Norm.Area","D-Phenylalanine.Norm.Area","D-Phenylalanine.Norm.Area",344320074.12807,331959225.839944,331959225.839944
"7","170724_Smp_SPEpH8-spikeafter2_a","Phenylalanine",1.4,NA,168442976,168233254,38370864,5.262387292,"170724_Smp_SPEpH8-spikeafter2_a Phenylalanine","170724","Smp","SPEpH8-spikeafter2","a",168442976,148627063.038055,138581447.699956,172190825.684458,158152534.83296,136701414.109343,165407510.860564,167088082.878521,167630912.230347,333834139.114995,274744279.494279,"D-Tryptophan.Norm.Area","D-Phenylalanine.Norm.Area","D-Phenylalanine.Norm.Area",158152534.83296,172190825.684458,172190825.684458
"8","170724_Smp_SPEpH8-spikeafter2_b","Phenylalanine",1.4,NA,157565664,157355942,36020540,5.271409413,"170724_Smp_SPEpH8-spikeafter2_b Phenylalanine","170724","Smp","SPEpH8-spikeafter2","b",157565664,120653507.530578,125303956.003803,172923425.238972,161676348.0203,156325966.034162,143069823.895062,155767254.339905,156679652.3783,143330479.954718,309903241.684092,"D-Tryptophan.Norm.Area","D-Phenylalanine.Norm.Area","D-Phenylalanine.Norm.Area",161676348.0203,172923425.238972,172923425.238972
"9","170724_Smp_SPEpH8-spikeafter2_c","Phenylalanine",1.41,NA,160747904,160538182,35923012,5.090831564,"170724_Smp_SPEpH8-spikeafter2_c Phenylalanine","170724","Smp","SPEpH8-spikeafter2","c",160747904,104531590.576241,112911494.210852,175089036.662892,176064787.852632,156240462.607076,141697194.802653,159813909.855002,156887100.888619,105476365.788674,291558212.534979,"D-Tryptophan.Norm.Area","D-Phenylalanine.Norm.Area","D-Phenylalanine.Norm.Area",176064787.852632,175089036.662892,175089036.662892
"10","170724_Smp_SPEpH8-spikeafter3_a","Phenylalanine",1.4,NA,117149632,116939910,26157564,5.328480209,"170724_Smp_SPEpH8-spikeafter3_a Phenylalanine","170724","Smp","SPEpH8-spikeafter3","a",117149632,124203689.943973,103756974.78956,109032662.801852,110844073.139949,98013001.5807249,115203383.447048,105440725.808831,120101144.293725,352143449.150736,155773174.048817,"D-Tryptophan.Norm.Area","D-Phenylalanine.Norm.Area","D-Phenylalanine.Norm.Area",110844073.139949,109032662.801852,109032662.801852
"11","170724_Smp_SPEpH8-spikeafter3_b","Phenylalanine",1.4,NA,110336376,110126654,24672698,5.290921834,"170724_Smp_SPEpH8-spikeafter3_b Phenylalanine","170724","Smp","SPEpH8-spikeafter3","b",110336376,96071714.4723427,90378509.9463043,105393711.077167,109401750.099284,98242385.3032414,100830871.710438,99094657.9226755,111729579.679895,163395441.836054,163575694.950822,"D-Tryptophan.Norm.Area","D-Phenylalanine.Norm.Area","D-Phenylalanine.Norm.Area",109401750.099284,105393711.077167,105393711.077167
"12","170724_Smp_SPEpH8-spikeafter3_c","Phenylalanine",1.405,NA,112554960,112345238,24750556,5.345222014,"170724_Smp_SPEpH8-spikeafter3_c Phenylalanine","170724","Smp","SPEpH8-spikeafter3","c",112554960,84722948.0997537,85553040.5284923,107792110.184467,115513472.149064,109962096.084669,101152601.881169,100481157.083355,118960952.492097,106762046.252609,181331615.33808,"D-Tryptophan.Norm.Area","D-Phenylalanine.Norm.Area","D-Phenylalanine.Norm.Area",115513472.149064,107792110.184467,107792110.184467
"13","170724_Smp_SPEpH8-spikebefore_1","Phenylalanine",1.37,NA,331113824,330904102,68964840,5.652527891,"170724_Smp_SPEpH8-spikebefore_1 Phenylalanine","170724","Smp","SPEpH8-spikebefore","1",331113824,450692029.736268,567370616.195362,348341382.184697,289702071.592975,360051848.539055,641980237.241524,578225712.781376,623274052.5353,385719474.259663,366676968.95221,"D-Tryptophan.Norm.Area","D-Phenylalanine.Norm.Area","D-Phenylalanine.Norm.Area",289702071.592975,348341382.184697,348341382.184697
"14","170724_Smp_SPEpH8-spikebefore_2","Phenylalanine",1.38,NA,355299872,355090150,76201568,5.540637825,"170724_Smp_SPEpH8-spikebefore_2 Phenylalanine","170724","Smp","SPEpH8-spikebefore","2",355299872,627667943.724757,509937818.598544,352451781.717798,285039150.034871,310601300.940712,698377872.4658,529742818.041004,601667551.314596,601617419.568159,335609365.231551,"D-Tryptophan.Norm.Area","D-Phenylalanine.Norm.Area","D-Phenylalanine.Norm.Area",285039150.034871,352451781.717798,352451781.717798
"15","170724_Smp_SPEpH8-spikebefore_3","Phenylalanine",1.39,NA,395407072,395197350,77985968,5.294431429,"170724_Smp_SPEpH8-spikebefore_3 Phenylalanine","170724","Smp","SPEpH8-spikebefore","3",395407072,532624314.647475,401345787.0885,334881926.277654,307953466.106508,297075556.048433,555136959.610083,409593701.532327,488705238.540979,787587184.455004,383411250.252957,"D-Tryptophan.Norm.Area","D-Phenylalanine.Norm.Area","D-Phenylalanine.Norm.Area",307953466.106508,334881926.277654,334881926.277654
"16","170724_Smp_SPEpH8-nospike_1","Tryptophan",2.42,NA,3362914,3351161,310200,0.706125305,"170724_Smp_SPEpH8-nospike_1 Tryptophan","170724","Smp","SPEpH8-nospike","1",3362914,4639552.45943386,5571874.5622173,2932929.69049995,3156565.88151789,3587142.51845396,6938042.18055827,6066398.45206676,7560048.73168802,3552525.78156296,3223026.88715548,"D-Tryptophan.Norm.Area","D-Phenylalanine.Norm.Area","D-Tryptophan.Norm.Area",3156565.88151789,2932929.69049995,3156565.88151789
"17","170724_Smp_SPEpH8-nospike_2","Tryptophan",2.415,NA,3037993,3026240,281993,0.585388379,"170724_Smp_SPEpH8-nospike_2 Tryptophan","170724","Smp","SPEpH8-nospike","2",3037993,4469239.1286002,3197054.82726991,2352842.37099433,2371074.65928596,2031480.33768262,3476474.49281614,2744116.36277507,3008924.79292943,8274107.45484173,2972805.75770153,"D-Tryptophan.Norm.Area","D-Phenylalanine.Norm.Area","D-Tryptophan.Norm.Area",2371074.65928596,2352842.37099433,2371074.65928596
"18","170724_Smp_SPEpH8-nospike_3","Tryptophan",2.42,"Bad IR",4384101,4372348,450476,0.909577732,"170724_Smp_SPEpH8-nospike_3 Tryptophan","170724","Smp","SPEpH8-nospike","3",4384101,6266990.25199786,4187063.86527709,3510370.00188253,3888012.25085913,3233081.690874,3433117.91786463,3598117.58719772,3801206.04365712,7514593.65990457,4731437.66117502,"D-Tryptophan.Norm.Area","D-Phenylalanine.Norm.Area","D-Tryptophan.Norm.Area",3888012.25085913,3510370.00188253,3888012.25085913
"19","170724_Smp_SPEpH8-spikeafter1_a","Tryptophan",2.465,"Bad IR",35358432,35346679,4258200,2.324233516,"170724_Smp_SPEpH8-spikeafter1_a Tryptophan","170724","Smp","SPEpH8-spikeafter1","a",35358432,34334624.9569347,27818516.4832005,31058886.9749277,35825469.9264567,35484810.3292649,38480581.1358879,76649943.8085564,73479189.7671002,85973413.2585225,41845716.0755856,"D-Tryptophan.Norm.Area","D-Phenylalanine.Norm.Area","D-Tryptophan.Norm.Area",35825469.9264567,31058886.9749277,35825469.9264567
"20","170724_Smp_SPEpH8-spikeafter1_b","Tryptophan",2.475,"Bad IR",34635220,34623467,4256467,2.346567252,"170724_Smp_SPEpH8-spikeafter1_b Tryptophan","170724","Smp","SPEpH8-spikeafter1","b",34635220,28823956.9934273,24964106.0081911,33489523.2605544,36517624.610509,35635886.5680969,34489209.6884915,81704770.4824754,69377866.2268227,43488685.1127527,43290460.9725449,"D-Tryptophan.Norm.Area","D-Phenylalanine.Norm.Area","D-Tryptophan.Norm.Area",36517624.610509,33489523.2605544,36517624.610509
"21","170724_Smp_SPEpH8-spikeafter1_c","Tryptophan",2.48,"Bad IR",34558460,34546707,4089442,2.440442534,"170724_Smp_SPEpH8-spikeafter1_c Tryptophan","170724","Smp","SPEpH8-spikeafter1","c",34558460,24951623.1726253,23067301.4915253,32728175.9541104,33946843.7489043,37931263.4347908,35523717.222728,88562193.775456,77445220.3123506,30905830.6808708,44216513.8878538,"D-Tryptophan.Norm.Area","D-Phenylalanine.Norm.Area","D-Tryptophan.Norm.Area",33946843.7489043,32728175.9541104,33946843.7489043
"22","170724_Smp_SPEpH8-spikeafter2_a","Tryptophan",2.46,"Bad IR",18422484,18410731,2133967,2.319340731,"170724_Smp_SPEpH8-spikeafter2_a Tryptophan","170724","Smp","SPEpH8-spikeafter2","a",18422484,16255232.2204612,15156550.6830589,18832383.5546501,17297026.0423305,14950932.7964305,18090497.4174083,18274300.3390075,18333669.1846917,36511193.4765376,30048579.1290869,"D-Tryptophan.Norm.Area","D-Phenylalanine.Norm.Area","D-Tryptophan.Norm.Area",17297026.0423305,18832383.5546501,17297026.0423305
"23","170724_Smp_SPEpH8-spikeafter2_b","Tryptophan",2.46,"Bad IR",14817749,14805996,1978969,2.215797477,"170724_Smp_SPEpH8-spikeafter2_b Tryptophan","170724","Smp","SPEpH8-spikeafter2","b",14817749,11346465.626913,11783801.8870113,16262019.5692594,15204324.8724636,14701165.6478453,13454534.9927966,14648623.4286924,14734426.9265981,13479047.5418461,29143839.6728441,"D-Tryptophan.Norm.Area","D-Phenylalanine.Norm.Area","D-Tryptophan.Norm.Area",15204324.8724636,16262019.5692594,15204324.8724636
"24","170724_Smp_SPEpH8-spikeafter2_c","Tryptophan",2.48,"Bad IR",17345136,17333383,2166578,2.309576418,"170724_Smp_SPEpH8-spikeafter2_c Tryptophan","170724","Smp","SPEpH8-spikeafter2","c",17345136,11279242.899747,12183457.2913028,18892583.2154356,18997869.422391,16858770.8155911,15289512.6686722,17244355.4917317,16928544.8447205,11381186.7145111,31459924.0331999,"D-Tryptophan.Norm.Area","D-Phenylalanine.Norm.Area","D-Tryptophan.Norm.Area",18997869.422391,18892583.2154356,18997869.422391
"25","170724_Smp_SPEpH8-spikeafter3_a","Tryptophan",2.465,"Bad IR",12651651,12639898,1451610,1.793917414,"170724_Smp_SPEpH8-spikeafter3_a Tryptophan","170724","Smp","SPEpH8-spikeafter3","a",12651651,13413458.5935648,11205302.2399022,11775053.6115189,11970678.0537314,10584978.1027206,12441464.6167324,11387140.0306236,12970401.4973333,38029961.7210181,16822825.6425755,"D-Tryptophan.Norm.Area","D-Phenylalanine.Norm.Area","D-Tryptophan.Norm.Area",11970678.0537314,11775053.6115189,11970678.0537314
"26","170724_Smp_SPEpH8-spikeafter3_b","Tryptophan",2.475,"Bad IR",12800414,12788661,1390139,1.774568347,"170724_Smp_SPEpH8-spikeafter3_b Tryptophan","170724","Smp","SPEpH8-spikeafter3","b",12800414,11145532.9920912,10485049.3187832,12227002.4056628,12691985.5841139,11397358.2404864,11697655.3759069,11496232.6349982,12962043.2335809,18955936.174797,18976847.814072,"D-Tryptophan.Norm.Area","D-Phenylalanine.Norm.Area","D-Tryptophan.Norm.Area",12691985.5841139,12227002.4056628,12691985.5841139
"27","170724_Smp_SPEpH8-spikeafter3_c","Tryptophan",2.48,"Bad IR",12148653,12136900,1350470,1.807546383,"170724_Smp_SPEpH8-spikeafter3_c Tryptophan","170724","Smp","SPEpH8-spikeafter3","c",12148653,9144596.5384459,9234192.81101063,11634573.3921354,12467980.88653,11868791.4640573,10917936.0936334,10845463.5001795,12840085.7001413,11523393.1360546,19572081.698326,"D-Tryptophan.Norm.Area","D-Phenylalanine.Norm.Area","D-Tryptophan.Norm.Area",12467980.88653,11634573.3921354,12467980.88653
"28","170724_Smp_SPEpH8-spikebefore_1","Tryptophan",2.415,"Bad IR",33053808,33042055,3466616,2.629809132,"170724_Smp_SPEpH8-spikebefore_1 Tryptophan","170724","Smp","SPEpH8-spikebefore","1",33053808,44990836.1966575,56638406.6542724,34773568.2735723,28919833.4758638,35942578.6815081,64086395.5640093,57722028.8179172,62219029.74333,38504878.1413603,36603938.7403177,"D-Tryptophan.Norm.Area","D-Phenylalanine.Norm.Area","D-Tryptophan.Norm.Area",28919833.4758638,34773568.2735723,28919833.4758638
"29","170724_Smp_SPEpH8-spikebefore_2","Tryptophan",2.435,NA,35829404,35817651,3612715,2.842313172,"170724_Smp_SPEpH8-spikebefore_2 Tryptophan","170724","Smp","SPEpH8-spikebefore","2",35829404,63295740.0377661,51423514.4938244,35542194.8412264,28744121.9861064,31321878.7039989,70426321.2828786,53420704.4231348,60673789.8564213,60668734.434965,33843759.8228709,"D-Tryptophan.Norm.Area","D-Phenylalanine.Norm.Area","D-Tryptophan.Norm.Area",28744121.9861064,35542194.8412264,28744121.9861064
"30","170724_Smp_SPEpH8-spikebefore_3","Tryptophan",2.45,"Bad IR",40556828,40545075,4267448,2.623433466,"170724_Smp_SPEpH8-spikebefore_3 Tryptophan","170724","Smp","SPEpH8-spikebefore","3",40556828,54631174.4211179,41165960.8745514,34348775.3409516,31586728.3144736,30470983.153434,56940292.1234274,42011947.8867841,50126403.1570115,80782667.3746136,39326418.8501265,"D-Tryptophan.Norm.Area","D-Phenylalanine.Norm.Area","D-Tryptophan.Norm.Area",31586728.3144736,34348775.3409516,31586728.3144736
"31","170724_Smp_SPEpH8-nospike_1","Kynurenine",1.31,NA,0,216195,47149,2.865521492,"170724_Smp_SPEpH8-nospike_1 Kynurenine","170724","Smp","SPEpH8-nospike","1",0,0,0,0,0,0,0,0,0,0,0,"D-Phenylalanine.Norm.Area","D3-Pyridoxal.Norm.Area","D-Phenylalanine.Norm.Area",0,0,0
"32","170724_Smp_SPEpH8-nospike_2","Kynurenine",1.295,NA,0,185897,76726,12.97982125,"170724_Smp_SPEpH8-nospike_2 Kynurenine","170724","Smp","SPEpH8-nospike","2",0,0,0,0,0,0,0,0,0,0,0,"D-Phenylalanine.Norm.Area","D3-Pyridoxal.Norm.Area","D-Phenylalanine.Norm.Area",0,0,0
"33","170724_Smp_SPEpH8-nospike_3","Kynurenine",1.33,NA,0,228893,72483,14.07792607,"170724_Smp_SPEpH8-nospike_3 Kynurenine","170724","Smp","SPEpH8-nospike","3",0,0,0,0,0,0,0,0,0,0,0,"D-Phenylalanine.Norm.Area","D3-Pyridoxal.Norm.Area","D-Phenylalanine.Norm.Area",0,0,0
"34","170724_Smp_SPEpH8-spikeafter1_a","Kynurenine",1.515,NA,8674090,8674090,1501714,1.495246084,"170724_Smp_SPEpH8-spikeafter1_a Kynurenine","170724","Smp","SPEpH8-spikeafter1","a",8674090,8422930.82998413,6824406.56988876,7619330.54385304,8788663.20866206,8705092.98684324,9440012.04648989,18803676.336393,18025830.5901943,21090899.1725543,10265543.0917886,"D-Phenylalanine.Norm.Area","D3-Pyridoxal.Norm.Area","D-Phenylalanine.Norm.Area",7619330.54385304,10265543.0917886,7619330.54385304
"35","170724_Smp_SPEpH8-spikeafter1_b","Kynurenine",1.51,NA,8686494,8686494,1454436,1.603020209,"170724_Smp_SPEpH8-spikeafter1_b Kynurenine","170724","Smp","SPEpH8-spikeafter1","b",8686494,7229032.45539263,6260983.96532536,8399153.89206901,9158600.03411092,8937460.62125358,8649874.69471317,20491511.2006622,17399930.4382099,10906938.1485036,10857223.6438875,"D-Phenylalanine.Norm.Area","D3-Pyridoxal.Norm.Area","D-Phenylalanine.Norm.Area",8399153.89206901,10857223.6438875,8399153.89206901
"36","170724_Smp_SPEpH8-spikeafter1_c","Kynurenine",1.515,NA,8348496,8348496,1437592,1.412745155,"170724_Smp_SPEpH8-spikeafter1_c Kynurenine","170724","Smp","SPEpH8-spikeafter1","c",8348496,6027714.37877063,5572507.40434594,7906343.22363285,8200744.16656161,9163284.50574179,8581679.01981385,21394504.2830502,18708909.8298008,7466108.26454441,10681650.4360059,"D-Phenylalanine.Norm.Area","D3-Pyridoxal.Norm.Area","D-Phenylalanine.Norm.Area",7906343.22363285,10681650.4360059,7906343.22363285
"37","170724_Smp_SPEpH8-spikeafter2_a","Kynurenine",1.51,"bad S/N",3832171,3832171,692147,1.75529439,"170724_Smp_SPEpH8-spikeafter2_a Kynurenine","170724","Smp","SPEpH8-spikeafter2","a",3832171,3381348.00461854,3152804.69168265,3917436.6561538,3598057.76385333,3110032.88619655,3763112.48681595,3801346.43104777,3813696.09946027,7594911.56654968,6250584.53190635,"D-Phenylalanine.Norm.Area","D3-Pyridoxal.Norm.Area","D-Phenylalanine.Norm.Area",3917436.6561538,6250584.53190635,3917436.6561538
"38","170724_Smp_SPEpH8-spikeafter2_b","Kynurenine",1.515,"bad S/N",3101533,3101533,565371,1.420560743,"170724_Smp_SPEpH8-spikeafter2_b Kynurenine","170724","Smp","SPEpH8-spikeafter2","b",3101533,2374951.65934018,2466491.3960972,3403836.19271077,3182447.97739972,3077130.70286577,2816195.92016395,3066132.9847511,3084092.68836532,2821326.69136213,6100156.00156509,"D-Phenylalanine.Norm.Area","D3-Pyridoxal.Norm.Area","D-Phenylalanine.Norm.Area",3403836.19271077,6100156.00156509,3403836.19271077
"39","170724_Smp_SPEpH8-spikeafter2_c","Kynurenine",1.51,"bad S/N",3635702,3635702,602698,1.8086351,"170724_Smp_SPEpH8-spikeafter2_c Kynurenine","170724","Smp","SPEpH8-spikeafter2","c",3635702,2364234.32881103,2553766.08410013,3960061.34408665,3982130.31334697,3533755.32897443,3204824.21057505,3614577.46713544,3548380.61512114,2385602.70154822,6594292.98953626,"D-Phenylalanine.Norm.Area","D3-Pyridoxal.Norm.Area","D-Phenylalanine.Norm.Area",3960061.34408665,6594292.98953626,3960061.34408665
"40","170724_Smp_SPEpH8-spikeafter3_a","Kynurenine",1.51,"Bad IR",2624672,2624672,454623,2.010991731,"170724_Smp_SPEpH8-spikeafter3_a Kynurenine","170724","Smp","SPEpH8-spikeafter3","a",2624672,2782714.22391346,2324617.00378935,2442815.84377031,2483399.47953379,2195926.49582445,2581067.38942833,2362340.50389604,2690798.98258408,7889577.07497844,3490010.86300515,"D-Phenylalanine.Norm.Area","D3-Pyridoxal.Norm.Area","D-Phenylalanine.Norm.Area",2442815.84377031,3490010.86300515,2442815.84377031
"41","170724_Smp_SPEpH8-spikeafter3_b","Kynurenine",1.505,"bad S/N",2098046,2098046,381361,1.665328665,"170724_Smp_SPEpH8-spikeafter3_b Kynurenine","170724","Smp","SPEpH8-spikeafter3","b",2098046,1826803.4855689,1718547.21129144,2004061.2349875,2080274.09010426,1868078.78768761,1917298.8522715,1884284.75008131,2124537.76557864,3106964.0456776,3110391.55834511,"D-Phenylalanine.Norm.Area","D3-Pyridoxal.Norm.Area","D-Phenylalanine.Norm.Area",2004061.2349875,3110391.55834511,2004061.2349875
"42","170724_Smp_SPEpH8-spikeafter3_c","Kynurenine",1.515,"bad S/N",2178648,2178648,386125,1.842109357,"170724_Smp_SPEpH8-spikeafter3_c Kynurenine","170724","Smp","SPEpH8-spikeafter3","c",2178648,1639923.12228295,1655990.64351601,2086456.83201495,2235913.85995442,2128459.73834181,1957940.49221114,1944943.80271946,2302644.33682,2066518.60161609,3509909.83509814,"D-Phenylalanine.Norm.Area","D3-Pyridoxal.Norm.Area","D-Phenylalanine.Norm.Area",2086456.83201495,3509909.83509814,2086456.83201495
"43","170724_Smp_SPEpH8-spikebefore_1","Kynurenine",1.48,"bad S/N",6615857,6615857,1156408,1.474514047,"170724_Smp_SPEpH8-spikebefore_1 Kynurenine","170724","Smp","SPEpH8-spikebefore","1",6615857,9005102.78838402,11336412.4076873,6960074.16385099,5788424.82355218,7194056.45389197,12827158.3321631,11553303.8858706,12453397.3048012,7706911.33637812,7326430.41741822,"D-Phenylalanine.Norm.Area","D3-Pyridoxal.Norm.Area","D-Phenylalanine.Norm.Area",6960074.16385099,7326430.41741822,6960074.16385099
"44","170724_Smp_SPEpH8-spikebefore_2","Kynurenine",1.485,NA,8600625,8600625,1382576,1.678296481,"170724_Smp_SPEpH8-spikebefore_2 Kynurenine","170724","Smp","SPEpH8-spikebefore","2",8600625,15193747.6872993,12343893.980024,8531682.23245698,6899847.23599523,7518621.66137569,16905399.2492746,12823306.968188,14564364.8966051,14563151.3742099,8123983.49764844,"D-Phenylalanine.Norm.Area","D3-Pyridoxal.Norm.Area","D-Phenylalanine.Norm.Area",8531682.23245698,8123983.49764844,8531682.23245698
"45","170724_Smp_SPEpH8-spikebefore_3","Kynurenine",1.495,NA,9013642,9013642,1504915,1.605078689,"170724_Smp_SPEpH8-spikebefore_3 Kynurenine","170724","Smp","SPEpH8-spikebefore","3",9013642,12141626.2699715,9149020.08384909,7633919.59701005,7020062.34259563,6772091.08989207,12654821.2443043,9337038.33973724,11140453.410335,17953722.7004007,8740186.99532152,"D-Phenylalanine.Norm.Area","D3-Pyridoxal.Norm.Area","D-Phenylalanine.Norm.Area",7633919.59701005,8740186.99532152,7633919.59701005
"46","170724_Smp_SPEpH8-nospike_1","Dimethyl glycine",0.825,"Bad IR",819966,745434,282405,10.7210324,"170724_Smp_SPEpH8-nospike_1 Dimethyl glycine","170724","Smp","SPEpH8-nospike","1",819966,1131243.69875416,1358568.10411538,715124.628997495,769652.955622623,874638.751477624,1691675.34305773,1479145.90535095,1843336.73662999,866198.289639596,785857.879372868,"D3-Pyridoxal.Norm.Area","inj.vol.Norm.Area","D3-Pyridoxal.Norm.Area",785857.879372868,819966,785857.879372868
"47","170724_Smp_SPEpH8-nospike_2","Dimethyl glycine",0.84,NA,1009283,934751,405970,7.33410602,"170724_Smp_SPEpH8-nospike_2 Dimethyl glycine","170724","Smp","SPEpH8-nospike","2",1009283,1484772.04372459,1062126.57080891,781662.040276021,787719.176886884,674899.043433389,1154955.4609023,911651.210180771,999625.951008508,2748826.60833815,987626.473645683,"D3-Pyridoxal.Norm.Area","inj.vol.Norm.Area","D3-Pyridoxal.Norm.Area",987626.473645683,1009283,987626.473645683
"48","170724_Smp_SPEpH8-nospike_3","Dimethyl glycine",0.865,"Bad IR",556036,481504,225497,19.20279044,"170724_Smp_SPEpH8-nospike_3 Dimethyl glycine","170724","Smp","SPEpH8-nospike","3",556036,794843.045760095,531045.759071977,445220.603806061,493117.010743755,410052.097583248,435422.713705222,456349.639462018,482107.37017485,953076.719783302,600088.745986717,"D3-Pyridoxal.Norm.Area","inj.vol.Norm.Area","D3-Pyridoxal.Norm.Area",600088.745986717,556036,600088.745986717
"49","170724_Smp_SPEpH8-spikeafter1_a","Dimethyl glycine",0.85,"Bad IR",44345660,44271128,15235580,2.940641178,"170724_Smp_SPEpH8-spikeafter1_a Dimethyl glycine","170724","Smp","SPEpH8-spikeafter1","a",44345660,43061626.8438527,34889286.7666871,38953278.2949361,44931407.2722138,44504160.5359104,48261381.2641493,96132440.1249848,92155759.8053925,107825702.039104,52481849.2388026,"D3-Pyridoxal.Norm.Area","inj.vol.Norm.Area","D3-Pyridoxal.Norm.Area",52481849.2388026,44345660,52481849.2388026
"50","170724_Smp_SPEpH8-spikeafter1_b","Dimethyl glycine",0.84,"Bad IR",44692772,44618240,14950129,3.04834426,"170724_Smp_SPEpH8-spikeafter1_b Dimethyl glycine","170724","Smp","SPEpH8-spikeafter1","b",44692772,37194004.7744767,32213310.555207,43214381.9924532,47121798.8711799,45984017.2346478,44504362.4688379,105430618.846527,89524165.2029895,56117151.510054,55861366.0320577,"D3-Pyridoxal.Norm.Area","inj.vol.Norm.Area","D3-Pyridoxal.Norm.Area",55861366.0320577,44692772,55861366.0320577
"51","170724_Smp_SPEpH8-spikeafter1_c","Dimethyl glycine",0.85,"Bad IR",45847432,45772900,15263265,3.22841707,"170724_Smp_SPEpH8-spikeafter1_c Dimethyl glycine","170724","Smp","SPEpH8-spikeafter1","c",45847432,33102396.5389825,30602536.587458,43419261.7825017,45036023.3179521,50322005.6970322,47128003.092622,117492190.244908,102743712.306495,41001623.6413527,58660415.2427635,"D3-Pyridoxal.Norm.Area","inj.vol.Norm.Area","D3-Pyridoxal.Norm.Area",58660415.2427635,45847432,58660415.2427635
"52","170724_Smp_SPEpH8-spikeafter2_a","Dimethyl glycine",0.845,"Bad IR",22505800,22431268,9290024,2.735921204,"170724_Smp_SPEpH8-spikeafter2_a Dimethyl glycine","170724","Smp","SPEpH8-spikeafter2","a",22505800,19858180.1079189,18515977.4524862,23006553.1773155,21130885.9708322,18264784.6690981,22100229.0883633,22324771.6523806,22397299.5138351,44603844.8530751,36708801.7100954,"D3-Pyridoxal.Norm.Area","inj.vol.Norm.Area","D3-Pyridoxal.Norm.Area",36708801.7100954,22505800,36708801.7100954
